mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
FGF9,hsa-mir-96,0.432175259,5.00E-13,6.70E-11,-0.447409104,9.16E-05,0.001507938,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.0949465,2.075120976
TBRG1,hsa-mir-150,0.19609508,0.001651769,0.01851764,-0.313224661,0.00782062,0.045630028,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.983957126,1.57964111
COG5,hsa-mir-590,0.231258156,0.000195024,0.003451231,-0.290946258,0.013834023,0.069252996,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.918526069,2.025964522
RAB11FIP2,hsa-mir-193a,-0.16175997,0.009668358,0.067972073,0.600676439,3.06E-08,2.30E-06,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.58558565,1.1552916
PPAP2A,hsa-mir-376b,-0.167269255,0.00743209,0.056351284,0.321549029,0.006250338,0.038649714,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.883275012,1.509962875
ETV5,hsa-mir-675,0.305217992,6.73E-07,2.86E-05,-0.585434701,8.21E-08,5.17E-06,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.199962239,12.07714533
LRRC55,hsa-mir-181d,0.162332287,0.009411097,0.06668814,-0.381999182,0.001011653,0.009795718,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.449051849,1.671290832
SSRP1,hsa-mir-183,-0.206928916,0.000886708,0.011452951,0.646720615,1.11E-09,1.47E-07,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.129998119,3.100266043
PITPNM3,hsa-mir-483,0.236124024,0.000141216,0.002657841,-0.324471124,0.00576902,0.036425125,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.329042403,33.4525939
CAB39L,hsa-mir-22,0.347940576,1.14E-08,7.52E-07,-0.801261875,0,0,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.298087484,1.050498393
ABHD12,hsa-mir-22,0.217023189,0.00048258,0.007107471,-0.608785773,1.77E-08,1.47E-06,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.084926361,1.050498393
CBR1,hsa-mir-877,0.205939926,0.000939757,0.011973297,-0.393491379,0.000686733,0.00727634,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.538052425,5.953113406
ATP1B2,hsa-mir-181d,0.174258307,0.005264457,0.043915133,-0.481351065,2.14E-05,0.000477545,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.692315844,1.671290832
PDXK,hsa-mir-940,0.155657167,0.012824014,0.08296524,-0.414748216,0.000323016,0.004051182,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.490638528,4.605302462
SIM2,hsa-mir-412,0.181115093,0.003707847,0.033976504,-0.370010216,0.001493471,0.013198236,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.045834284,1.971935903
MAGEH1,hsa-mir-504,0.169527909,0.006657441,0.052076527,-0.456437963,6.32E-05,0.001121321,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.781813003,0.580394155
AGPAT4,hsa-mir-598,0.193981362,0.001858077,0.020244638,-0.435052339,0.000149783,0.002222264,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.610770055,1.059346248
NFIB,hsa-mir-155,-0.226823713,0.000260205,0.004346554,0.317093772,0.007052278,0.042265513,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.427881459,2.365376712
FBLN2,hsa-mir-154,0.16419951,0.008613461,0.062642052,-0.306489008,0.009334155,0.05199395,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.117597655,1.314379336
ANKRD46,hsa-let-7c,0.249818955,5.49E-05,0.001224945,-0.286095778,0.015576731,0.075443214,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.529633577,0.852622359
GSG1,hsa-mir-494,0.334462968,4.42E-08,2.55E-06,-0.355512131,0.002346338,0.0186047,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.363331645,1.555627223
FKTN,hsa-mir-1266,-0.168328743,0.007059235,0.054328096,0.320491767,0.006433003,0.039477236,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.026453271,1.378188497
F7,hsa-mir-96,0.4777414,4.44E-16,8.24E-14,-0.328736062,0.005125187,0.033369139,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.449752308,2.075120976
C1orf85,hsa-mir-625,0.210316741,0.000725204,0.009792308,-0.279337912,0.018317669,0.08475228,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.326452708,0.748699413
IPO9,hsa-mir-651,-0.257413514,3.17E-05,0.000778282,0.337951292,0.003946493,0.027476156,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.065975055,1.74938026
PKN3,hsa-mir-625,-0.209540796,0.000759592,0.010153721,0.396821698,0.000612198,0.006660379,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.620900008,0.748699413
HPCAL4,hsa-mir-204,-0.208848987,0.000791514,0.010486037,0.313054097,0.007856117,0.045783856,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.064504688,0.078072147
BAK1,hsa-mir-146a,0.166444347,0.007734446,0.058005774,-0.538034229,1.30E-06,5.01E-05,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.937178445,4.121139616
TFAP2B,hsa-mir-589,-0.152376461,0.014869577,0.091919238,0.444623046,0.000102494,0.001647788,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.021714181,1.86313464
WASL,hsa-mir-935,0.171296394,0.006102152,0.048888546,-0.297798419,0.01166028,0.061147458,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.756003421,6.967809709
SPRED2,hsa-mir-192,-0.237454259,0.000129134,0.002470923,0.518954546,3.54E-06,0.00011218,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.155368347,2.148734803
RAPGEF3,hsa-mir-148a,-0.242163955,9.37E-05,0.001900545,0.321815301,0.00620506,0.038447045,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.293103553,0.175583129
RYR1,hsa-mir-22,0.181062752,0.003717953,0.034046145,-0.572306562,1.85E-07,1.01E-05,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.660169065,1.050498393
ATP2B2,hsa-mir-31,-0.151886886,0.015198147,0.093303005,0.393384056,0.000689267,0.00729734,targetprofiler-NO,targetscan-Yes,miRanda-Yes,12.52683174,1.899395294
GTF2H5,hsa-mir-410,0.235765394,0.000144649,0.00270936,-0.401382797,0.000522045,0.005893032,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.749280233,1.50291136
NBEAL2,hsa-mir-150,0.263731969,1.99E-05,0.000527229,-0.291321854,0.013706394,0.068787813,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.894735639,1.57964111
TSPYL5,hsa-mir-217,0.16910363,0.006797202,0.052861871,-0.465043532,4.39E-05,0.000841325,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.334482488,6.555298104
CX3CL1,hsa-mir-379,-0.169289749,0.006735573,0.052510232,0.414501926,0.000325945,0.004078319,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.174380873,1.261878873
CCDC23,hsa-mir-873,0.26348026,2.02E-05,0.000535809,-0.320862232,0.00636847,0.039183721,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.060510547,0.473909659
HEG1,hsa-mir-22,-0.210797139,0.000704641,0.009572204,0.315188551,0.007421917,0.043888293,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.094003185,1.050498393
TMEM223,hsa-mir-22,0.192665733,0.001998102,0.021405771,-0.311769963,0.008127926,0.046943135,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.138162137,1.050498393
GINS4,hsa-mir-106a,0.363089082,2.30E-09,1.76E-07,-0.290537385,0.013974126,0.069779482,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.609441987,1.006818464
GNA14,hsa-mir-489,0.159668897,0.010662082,0.072855567,-0.275275312,0.020156498,0.090759497,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.557868931,1.61385457
VEPH1,hsa-mir-185,0.173172752,0.005558671,0.045664915,-0.326604776,0.00543852,0.034883052,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.330154698,2.31295726
KCTD15,hsa-mir-589,-0.255939014,3.53E-05,0.000851867,0.378369265,0.001140053,0.010738615,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.468007092,1.86313464
NCALD,hsa-mir-500a,0.20137283,0.001224766,0.014717883,-0.438580174,0.000130406,0.001993739,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.223591122,1.172403264
CCNY,hsa-mir-873,0.168654986,0.006947834,0.053714214,-0.3626985,0.001880478,0.015740656,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.01701665,0.473909659
SMAP1,hsa-mir-206,0.182272446,0.003490628,0.032478131,-0.329596448,0.005003289,0.032774101,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.114147553,1.249334832
LPGAT1,hsa-mir-181c,-0.173727005,0.00540666,0.044766061,0.354667555,0.002407375,0.018964757,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.732954416,1.662489873
CBX1,hsa-mir-432,0.48034992,4.44E-16,8.24E-14,-0.304096652,0.009930143,0.054370085,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.82690384,1.275724807
C9orf5,hsa-mir-134,0.236873691,0.000134283,0.00255176,-0.427170278,0.000203017,0.002818437,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.47224395,1.844226181
THADA,hsa-mir-141,-0.177714861,0.004418486,0.038645427,0.526233833,2.44E-06,8.29E-05,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.014628166,1.456361288
DENND5A,hsa-mir-182,-0.163456179,0.008923501,0.064229376,0.280667396,0.017747983,0.08286418,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.582921702,1.722221601
MRPL34,hsa-mir-182,0.351301476,8.06E-09,5.49E-07,-0.308573047,0.008840658,0.049955241,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.610289703,1.722221601
SRPX2,hsa-mir-708,0.333743798,4.74E-08,2.72E-06,-0.602584755,2.70E-08,2.07E-06,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.942556026,3.114281003
TBC1D1,hsa-mir-130a,-0.160175406,0.010413433,0.071637379,0.29208016,0.013451814,0.067848415,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.580144843,1.3573067
CD86,hsa-mir-202,-0.172871218,0.00564297,0.046168179,0.504631419,7.21E-06,0.000199016,targetprofiler-Yes,targetscan-NO,miRanda-NO,4.58779066,0.143242937
SLC27A4,hsa-mir-127,0.188173917,0.002551799,0.025728287,-0.319486437,0.006611035,0.040287105,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.506934318,1.350191286
PRRG4,hsa-mir-3653,0.187597269,0.002632183,0.026329808,-0.324783539,0.005719547,0.036190205,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.810271062,1.075428161
LAT,hsa-mir-31,0.206630837,0.000902399,0.01160763,-0.298512366,0.011451841,0.06035394,targetprofiler-Yes,targetscan-NO,miRanda-NO,7.379679664,1.899395294
LYPD6,hsa-mir-381,0.163664983,0.008835424,0.063773803,-0.454310089,6.90E-05,0.001203879,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.127833282,0.859067178
APOOL,hsa-mir-141,0.496871551,0,0,-0.297862774,0.011641358,0.061079544,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.510536938,1.456361288
RTN4IP1,hsa-mir-217,0.289012149,2.69E-06,9.59E-05,-0.290567325,0.013963826,0.069739396,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.59433839,6.555298104
EIF4B,hsa-mir-1180,-0.210046563,0.000737011,0.009917957,0.42342519,0.00023397,0.00314666,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.294243943,3.865404742
BCAM,hsa-mir-625,-0.20151255,0.001214983,0.014626836,0.341445661,0.003566837,0.025464819,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.336067286,0.748699413
MPRIP,hsa-mir-589,-0.212994211,0.000617282,0.008629235,0.286855646,0.015291838,0.074442841,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.125703464,1.86313464
TNFRSF9,hsa-mir-584,-0.161361017,0.009851358,0.068853975,0.276306983,0.019675223,0.089195073,targetprofiler-NO,targetscan-NO,miRanda-Yes,18.5814024,4.575008399
TMEM164,hsa-mir-150,0.197133283,0.001558308,0.017699281,-0.472911147,3.12E-05,0.000642464,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.393474597,1.57964111
PGPEP1,hsa-mir-874,-0.16863385,0.006955003,0.053756946,0.556740888,4.61E-07,2.14E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.803922473,0.942398704
SLC9A1,hsa-mir-22,0.352752396,6.93E-09,4.80E-07,-0.627400547,4.77E-09,4.97E-07,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.696351916,1.050498393
CNP,hsa-mir-665,0.156219723,0.012499298,0.081492246,-0.354181601,0.002443135,0.019172126,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.432252253,0.552181554
IRX6,hsa-mir-210,-0.173129202,0.005570776,0.045734175,0.516523376,4.01E-06,0.000123654,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.995612071,4.469544408
SLC44A2,hsa-mir-182,-0.227304196,0.000252269,0.004240055,0.519685222,3.41E-06,0.000108892,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.639860471,1.722221601
FAM13A,hsa-mir-500b,-0.208872488,0.000790409,0.010474755,0.338824891,0.003848358,0.02697163,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.516890186,1.000036143
BNC2,hsa-mir-935,0.157822059,0.011613735,0.077427483,-0.440153609,0.000122532,0.001899019,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.165345727,6.967809709
SIM2,hsa-mir-154,0.189890842,0.002325498,0.024003263,-0.520055187,3.35E-06,0.000107212,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.045834284,1.314379336
GLT8D1,hsa-mir-665,0.362107097,2.56E-09,1.94E-07,-0.309784522,0.008564388,0.048812327,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.756909149,0.552181554
LITAF,hsa-mir-3653,0.288121551,2.90E-06,0.000102243,-0.370664814,0.001462595,0.012991706,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.628468006,1.075428161
SDHA,hsa-mir-375,0.160364996,0.010321689,0.0711907,-0.32259678,0.006073838,0.037834319,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.918599386,0.2227352
SDF2,hsa-mir-98,0.184089333,0.003172767,0.030265219,-0.313811196,0.007699623,0.045092468,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.7736402,2.103006047
PDP1,hsa-mir-452,-0.168523948,0.006992389,0.053959992,0.433751269,0.000157575,0.002312989,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.606896372,6.197110113
C17orf81,hsa-mir-432,0.202917914,0.001120494,0.013737334,-0.545822422,8.53E-07,3.54E-05,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.024817345,1.275724807
SMCR7L,hsa-let-7b,0.15531136,0.013027281,0.083855122,-0.294629155,0.012625783,0.06478061,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.846378664,1.119020428
ADCY5,hsa-mir-766,-0.270035676,1.23E-05,0.000351852,0.468182929,3.83E-05,0.000756151,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.132439586,1.322990949
LOC162632,hsa-mir-182,0.265530327,1.73E-05,0.00047036,-0.298546071,0.011442082,0.060318252,targetprofiler-Yes,targetscan-NO,miRanda-NO,3.782329491,1.722221601
TDRD9,hsa-mir-1287,0.172530604,0.005739573,0.046739746,-0.306717706,0.00927885,0.051764002,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.478391648,1.232791278
COL14A1,hsa-mir-376b,0.203340733,0.001093416,0.01347521,-0.314239887,0.007612229,0.044711732,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.438479107,1.509962875
DNAJC5,hsa-mir-1976,0.153812046,0.013941712,0.087922344,-0.277798676,0.018996721,0.086999931,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.905118261,1.805161397
EDC3,hsa-mir-873,0.249110898,5.77E-05,0.001276037,-0.308300604,0.008903848,0.050218716,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.069892356,0.473909659
GALM,hsa-mir-34a,0.154913775,0.013264481,0.084921475,-0.374556264,0.001290631,0.011812183,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.459540574,1.728441557
FAM46A,hsa-mir-1287,-0.158837868,0.011081421,0.07489459,0.411512721,0.00036349,0.004440027,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.351181518,1.232791278
RAPGEF2,hsa-mir-708,-0.275009743,8.34E-06,0.000252814,0.496696067,1.05E-05,0.000270491,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.283450986,3.114281003
TXNRD2,hsa-mir-326,0.172530853,0.005739502,0.046739626,-0.394976881,0.000652523,0.006996507,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.68993353,0.944123776
GIMAP8,hsa-mir-1226,-0.153671464,0.014030275,0.088313347,0.39004991,0.000772337,0.007962943,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.733838288,1.855796331
MAPK10,hsa-mir-873,-0.180161195,0.003895982,0.035237523,0.375833317,0.00123831,0.011437317,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.474924187,0.473909659
IGF2BP1,hsa-mir-625,0.166889637,0.007569899,0.057107592,-0.459288343,5.60E-05,0.001020061,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.093125597,0.748699413
SERPINF2,hsa-mir-3934,0.2427637,8.99E-05,0.001838631,-0.374484136,0.001293645,0.011833976,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.20799781,1.843500353
