mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
AKR1C2,hsa-mir-31,0.101193904,0.005233467,0.022284644,-0.512038006,3.99E-07,2.86E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.123350791,1.305408694
DIP2B,hsa-mir-642a,0.158988376,1.06E-05,0.00011019,-0.290670161,0.006310181,0.055076183,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.022922895,0.927657621
BCL11A,hsa-mir-4286,0.159182026,1.04E-05,0.000107791,-0.331134067,0.001731333,0.0219063,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.797152096,0.452335535
RERGL,hsa-mir-488,0.564732254,0,0,-0.270554008,0.01126025,0.081730344,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.137849094,0.534827206
FAM122C,hsa-mir-144,0.144785359,6.18E-05,0.000513848,-0.280989616,0.008380842,0.066873659,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.865030136,0.116928757
PTPN20B,hsa-mir-505,0.15187028,2.62E-05,0.000243184,-0.305904487,0.003958733,0.039755643,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.981288868,0.89379956
CHIC2,hsa-mir-652,0.128042932,0.000402158,0.002587758,-0.290646976,0.006314544,0.055105942,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.777842409,0.914826612
TFAP2E,hsa-mir-375,-0.099450267,0.006070559,0.025163997,0.330426625,0.001773657,0.022298363,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.415190432,5.989383552
PSD3,hsa-mir-31,-0.079748124,0.027921578,0.086053969,0.368975102,0.00043688,0.007892943,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.850047639,1.305408694
XRN2,hsa-mir-200b,-0.133066274,0.000234412,0.00162818,0.466248785,5.33E-06,0.0002423,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.092182985,3.340915787
JARID2,hsa-mir-505,0.147688284,4.37E-05,0.000380155,-0.382862208,0.000252275,0.005199257,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.498888675,0.89379956
KPNA4,hsa-mir-130a,0.257848325,5.23E-13,2.54E-11,-0.347481422,0.000975134,0.014364956,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.955774575,0.561876583
GCNT4,hsa-mir-203,-0.082477814,0.022972726,0.073758002,0.293577881,0.005783722,0.051855549,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.374415312,4.789256
CIB1,hsa-mir-744,-0.121155076,0.000817349,0.004731437,0.289498332,0.006534046,0.056430153,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.295594104,1.374376739
FRZB,hsa-mir-505,0.142171511,8.39E-05,0.00067104,-0.302876698,0.004351553,0.042464074,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.899812369,0.89379956
LMBR1,hsa-mir-197,0.090764333,0.012305903,0.044758604,-0.347273455,0.000982473,0.014445113,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.222872206,0.847037753
YOD1,hsa-mir-197,0.342719332,0,0,-0.344103092,0.001100754,0.015700946,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.146837016,0.847037753
C21orf58,hsa-mir-134,-0.22536726,3.31E-10,9.57E-09,0.609983069,3.58E-10,7.40E-08,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.530543985,0.611786943
CDS1,hsa-mir-3928,0.094513181,0.009131359,0.035139676,-0.303475538,0.004271214,0.041927776,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.78534001,1.712278778
MDC1,hsa-let-7d,0.148083362,4.16E-05,0.000364584,-0.267865267,0.012129252,0.085902969,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.179180044,1.059152617
ADAM15,hsa-mir-326,-0.110836699,0.002213676,0.01092966,0.304870534,0.004089167,0.040670002,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.796666868,0.442201802
WWC3,hsa-mir-193b,0.123690266,0.000632172,0.003803809,-0.394790457,0.000154316,0.003560385,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.129191403,0.976952986
SLC11A2,hsa-mir-1262,-0.117058561,0.001225451,0.006661424,0.27639451,0.009557544,0.073165947,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.002886127,0.42177478
C20orf29,hsa-mir-744,-0.145429563,5.72E-05,0.000480613,0.29184189,0.006093142,0.053749813,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.334055109,1.374376739
CENPO,hsa-mir-193a,0.128688986,0.000375588,0.002440479,-0.362643207,0.000556698,0.009473891,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.410150994,0.447510584
RABEP2,hsa-mir-328,-0.236671419,3.90E-11,1.35E-09,0.367204001,0.000467757,0.008310381,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.732386455,0.558419285
MYO1C,hsa-mir-193b,-0.126373966,0.000479125,0.003004469,0.73587702,4.44E-16,3.89E-13,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.559503652,0.976952986
ROR2,hsa-mir-22,0.208578971,6.45E-09,1.44E-07,-0.603466549,6.15E-10,1.18E-07,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.760528415,0.664739171
DBF4B,hsa-mir-589,0.160220349,9.06E-06,9.57E-05,-0.328699894,0.001880912,0.023265497,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.558396951,1.446950326
COL4A3BP,hsa-mir-382,0.092825138,0.010457315,0.03922711,-0.366222228,0.000485722,0.008551759,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.485128069,0.717298136
ADCK5,hsa-mir-766,-0.114553358,0.001560252,0.008159926,0.349964276,0.000891283,0.013436243,targetprofiler-NO,targetscan-NO,miRanda-Yes,3.055111089,1.743639444
PLEKHO2,hsa-mir-193b,-0.167092533,3.63E-06,4.26E-05,0.505430912,5.94E-07,3.96E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.750431599,0.976952986
GPR97,hsa-mir-10a,-0.09807694,0.006812593,0.027667765,0.408069484,8.73E-05,0.002283944,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.268969023,0.886518283
ETF1,hsa-mir-205,0.100366466,0.005616784,0.023612096,-0.339220782,0.001308347,0.017842357,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.827045023,0.402299851
ACTN4,hsa-mir-548s,0.164436259,5.19E-06,5.86E-05,-0.277837341,0.009173381,0.071183025,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.096525997,1.362804067
ERCC3,hsa-mir-186,0.194979321,6.01E-08,1.09E-06,-0.264890965,0.01315801,0.090725001,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.010636992,0.843399037
SETD6,hsa-mir-452,0.172792347,1.65E-06,2.12E-05,-0.61991024,1.53E-10,3.58E-08,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.901108839,0.334963049
ZFYVE19,hsa-mir-100,-0.134055763,0.000210293,0.001483668,0.268530487,0.011908989,0.084855283,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.581801363,0.312278876
ZCCHC24,hsa-mir-642a,-0.180920364,5.14E-07,7.48E-06,0.36021148,0.000610204,0.010151343,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.352928331,0.927657621
PDPK1,hsa-mir-1295,-0.088870952,0.014253118,0.050373663,0.38930777,0.000193881,0.004243401,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.001003848,0.497227839
ZNF434,hsa-mir-135b,-0.194005089,7.01E-08,1.25E-06,0.327062397,0.001987993,0.024242898,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.286586078,6.36924645
ANK3,hsa-mir-517b,0.082246101,0.023361047,0.074750841,-0.288120844,0.006806146,0.058027264,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.963094759,0.714378785
TBC1D22A,hsa-mir-197,-0.088759492,0.014375769,0.05072108,0.438235142,2.18E-05,0.000759042,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.063012534,0.847037753
BDH2,hsa-mir-141,-0.125622736,0.000518065,0.003210794,0.365006138,0.000508851,0.00885868,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.561579544,4.581534214
SELENBP1,hsa-mir-1287,-0.117039329,0.001227747,0.006671664,0.488402768,1.59E-06,8.98E-05,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.108472229,1.039727594
SYTL2,hsa-mir-561,-0.117406671,0.001184568,0.006473126,0.304040295,0.004196662,0.041420521,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.618331698,0.504513445
ALDH18A1,hsa-mir-193a,0.08436042,0.02001991,0.066113242,-0.339413617,0.001299518,0.017751648,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.993450947,0.447510584
OSBPL11,hsa-mir-130a,0.160662522,8.55E-06,9.10E-05,-0.345157644,0.001060047,0.01526999,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.732616119,0.561876583
ZNF714,hsa-mir-335,0.10327056,0.004373182,0.019215795,-0.445633547,1.52E-05,0.000566905,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.259719729,0.278433341
GPR173,hsa-mir-185,0.124394301,0.000588139,0.003576418,-0.313015496,0.003157782,0.033795941,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.210870925,1.283769059
AHR,hsa-mir-145,0.146682371,4.93E-05,0.000422169,-0.259857902,0.015071877,0.099254262,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.567046219,0.18505969
THUMPD1,hsa-mir-642a,0.125534837,0.000522809,0.003235471,-0.358386754,0.000653396,0.010684339,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.839862947,0.927657621
XG,hsa-mir-100,0.132577325,0.000247264,0.001705257,-0.351809459,0.000833278,0.012789698,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.273875295,0.312278876
SNX30,hsa-mir-203,-0.097091454,0.007394163,0.029585836,0.572614182,6.83E-09,9.09E-07,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.899705978,4.789256
TSR1,hsa-mir-484,0.202643034,1.74E-08,3.53E-07,-0.271677269,0.01091361,0.080008856,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.022708152,1.37200598
SPG21,hsa-mir-203,0.139090657,0.000119639,0.000912116,-0.306572354,0.003876466,0.039155361,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.223982168,4.789256
TTYH1,hsa-mir-641,0.172947883,1.62E-06,2.08E-05,-0.271566124,0.010947489,0.080178818,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.76803729,1.006289049
TRIM44,hsa-mir-149,0.089640255,0.013431411,0.04803191,-0.286335139,0.007173741,0.060149524,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.880532505,2.054430904
DCAF8,hsa-mir-200b,0.085031388,0.019050497,0.063555211,-0.266083843,0.012736653,0.088719184,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.021741557,3.340915787
EXT1,hsa-mir-944,0.336493832,0,0,-0.29895802,0.004911296,0.046252641,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.984140932,0.477979686
NISCH,hsa-mir-31,-0.168934848,2.82E-06,3.41E-05,0.580709007,3.72E-09,5.48E-07,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.698543718,1.305408694
LY75,hsa-mir-675,0.174253143,1.35E-06,1.76E-05,-0.306452833,0.003891075,0.039264221,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.409725029,0.458025904
GNG7,hsa-mir-375,-0.156982333,1.38E-05,0.000138211,0.382735913,0.000253566,0.005218984,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.459875495,5.989383552
EHF,hsa-mir-224,0.155951568,1.57E-05,0.000155249,-0.506471929,5.59E-07,3.77E-05,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.498271238,0.551425837
ENPP1,hsa-mir-505,-0.168383821,3.05E-06,3.65E-05,0.337294432,0.001399582,0.018743775,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.553174437,0.89379956
CHERP,hsa-mir-424,-0.09547166,0.008447088,0.032983255,0.386801264,0.00021492,0.004596633,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.389257114,1.068130526
VPS37C,hsa-mir-135b,-0.161609328,7.56E-06,8.16E-05,0.415169747,6.38E-05,0.001780681,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.834233817,6.36924645
LIN54,hsa-mir-197,0.148909976,3.77E-05,0.000334134,-0.4396299,2.04E-05,0.000718324,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.070970073,0.847037753
MED22,hsa-mir-744,-0.130586191,0.000306726,0.002052344,0.301667329,0.004517912,0.043620356,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.208228273,1.374376739
SEL1L,hsa-mir-452,-0.164732243,4.99E-06,5.65E-05,0.3677849,0.000457416,0.008172398,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.889141868,0.334963049
GPAM,hsa-mir-641,-0.081267538,0.02506436,0.079023209,0.305352169,0.004027939,0.040248416,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.045136847,1.006289049
B3GAT3,hsa-mir-874,-0.096349053,0.007861224,0.031104423,0.284776984,0.007508679,0.062075849,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,2.159940819,0.841186673
FAM84B,hsa-mir-331,0.179307287,6.51E-07,9.23E-06,-0.276216722,0.009605843,0.073426203,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.579416729,2.023082788
GOLGA7,hsa-mir-203,0.083708208,0.021003132,0.068683695,-0.433136777,2.79E-05,0.000922634,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.989698173,4.789256
BMS1,hsa-mir-1228,0.093711559,0.009741118,0.03704249,-0.319298625,0.002574288,0.029175133,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.070992509,0.629175193
WASF2,hsa-mir-193b,-0.079125519,0.02917091,0.089074658,0.33495523,0.001518095,0.019910444,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.566981095,0.976952986
ZNF576,hsa-mir-3170,-0.112645721,0.001869484,0.009493141,0.274723663,0.01001996,0.075558271,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.23268177,1.956425429
GATAD2B,hsa-mir-1226,0.138917774,0.000122018,0.000927715,-0.388762134,0.000198292,0.004320207,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.124850088,1.821138343
C1orf226,hsa-mir-299,-0.081366547,0.024887276,0.078580004,0.362914952,0.000550993,0.009398294,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.928832976,0.472390877
FAAH2,hsa-mir-338,0.219361154,9.84E-10,2.59E-08,-0.320848439,0.00244615,0.028124953,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.879023098,1.504272246
SIPA1L1,hsa-mir-326,0.08628057,0.017354369,0.059020956,-0.276484079,0.009533292,0.073043152,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.883110256,0.442201802
CDC42EP1,hsa-mir-328,-0.112044091,0.001978089,0.009949329,0.375896769,0.000333289,0.00642432,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.049260955,0.558419285
ZNF317,hsa-mir-335,0.096531425,0.007744109,0.030720393,-0.558815264,1.86E-08,2.13E-06,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.976580644,0.278433341
AXIN2,hsa-mir-19a,-0.260860673,2.74E-13,1.39E-11,0.289287303,0.006575097,0.056688806,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.628961148,2.163647898
PTGER3,hsa-mir-505,-0.249027527,3.31E-12,1.39E-10,0.414459171,6.58E-05,0.001825788,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.340621372,0.89379956
SPRY3,hsa-mir-203,0.146369319,5.11E-05,0.000436055,-0.394351324,0.000157186,0.003609819,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.631774996,4.789256
SFMBT2,hsa-mir-504,0.102953458,0.004495672,0.019655,-0.456088509,9.02E-06,0.000371078,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.717836294,0.755167474
NPR3,hsa-mir-31,0.090859843,0.012214231,0.044487173,-0.390600967,0.000183785,0.004073322,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.281725904,1.305408694
RIMKLA,hsa-mir-21,-0.122839456,0.000689464,0.004095496,0.382279507,0.000258283,0.005291818,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.625166197,4.614272042
SMC1A,hsa-mir-224,0.13294326,0.000237585,0.001647399,-0.383813913,0.000242739,0.005048608,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.289353896,0.551425837
GK5,hsa-mir-942,0.100559551,0.005525142,0.023298341,-0.267362832,0.012297957,0.086667079,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.815580332,0.9705988
MBNL1,hsa-mir-433,0.079321294,0.028772989,0.088108768,-0.358184906,0.000658342,0.010741178,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.480677304,0.438246601
LIAS,hsa-mir-548s,-0.124150055,0.000603082,0.003654461,0.398026253,0.000134615,0.003201379,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.658682145,1.362804067
SHE,hsa-mir-186,-0.116119436,0.001342319,0.00719266,0.281238579,0.008320892,0.066542228,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.222517772,0.843399037
DNAJC4,hsa-mir-328,-0.165468249,4.52E-06,5.18E-05,0.33324159,0.001610598,0.02078983,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.336306836,0.558419285
GPR89A,hsa-mir-193b,0.114827753,0.00151986,0.00798237,-0.465762452,5.47E-06,0.000247571,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.774660507,0.976952986
ATP6V0E2,hsa-mir-197,-0.102733559,0.004582426,0.019969597,0.37303004,0.000373095,0.007011455,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.025796629,0.847037753
RNLS,hsa-mir-222,0.149649812,3.44E-05,0.000308678,-0.304141023,0.004183487,0.041327611,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.651100142,1.05098845
SYNM,hsa-mir-197,0.154316343,1.93E-05,0.00018599,-0.270985997,0.011125817,0.08106605,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.120547858,0.847037753
DDX18,hsa-mir-22,0.115775539,0.001387622,0.007393796,-0.532473494,1.11E-07,9.67E-06,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.920996116,0.664739171
CD300E,hsa-mir-130a,0.090046359,0.013014726,0.046821836,-0.26971963,0.011523918,0.082997744,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.583114491,0.561876583
SLC22A11,hsa-mir-375,-0.102070197,0.004853381,0.020931941,0.265282376,0.013018437,0.090054141,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.490080125,5.989383552
ERO1LB,hsa-mir-31,-0.087347567,0.016011798,0.055321583,0.294608285,0.005606719,0.0507577,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.871665636,1.305408694
NFYC,hsa-mir-1287,0.088263096,0.014933362,0.052304142,-0.374363393,0.000354067,0.006728853,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0463886,1.039727594
COG7,hsa-mir-193b,0.121396786,0.000797737,0.004635636,-0.498700097,8.83E-07,5.50E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.550048222,0.976952986
TUSC5,hsa-mir-1307,-0.203084201,1.62E-08,3.31E-07,0.475006444,3.34E-06,0.000165483,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.031909892,2.360445732
DDX54,hsa-mir-503,-0.123010775,0.000677554,0.004035359,0.261764274,0.014320364,0.095956346,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.491469362,2.262245539
PHACTR4,hsa-mir-675,0.147792577,4.31E-05,0.000375915,-0.307672098,0.00374432,0.038185103,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.985958592,0.458025904
ATP6V0E2,hsa-mir-744,-0.093309351,0.010060497,0.038017912,0.327507838,0.001958333,0.023971159,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.025796629,1.374376739
ZZZ3,hsa-mir-656,-0.085214472,0.018793195,0.062870475,0.278479263,0.009006862,0.070286639,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.797361512,0.561305777
LRRC32,hsa-mir-1262,0.089169281,0.013929355,0.049454517,-0.35968975,0.000622279,0.01029895,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.637329894,0.42177478
RALGAPB,hsa-mir-193b,0.119548122,0.000959511,0.005416785,-0.403233662,0.000107733,0.002691068,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.101966809,0.976952986
SLC9A6,hsa-mir-539,0.120936561,0.000835462,0.004820129,-0.272919766,0.010541058,0.078128878,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.565991297,0.526385833
LSG1,hsa-mir-193b,0.225149353,3.44E-10,9.93E-09,-0.540745057,6.42E-08,6.08E-06,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.388107492,0.976952986
FLT4,hsa-mir-4326,-0.179873204,6.00E-07,8.57E-06,0.283972031,0.007687047,0.063079446,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.461451195,3.493592308
IFFO1,hsa-mir-504,-0.130696133,0.000303121,0.002031714,0.361201457,0.000587878,0.009863859,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.812956752,0.755167474
LARP4B,hsa-mir-505,0.40295056,0,0,-0.418173156,5.57E-05,0.001601197,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.368961622,0.89379956
ATOH8,hsa-mir-505,-0.118030722,0.001114411,0.006149689,0.452969794,1.06E-05,0.000422184,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.118294362,0.89379956
CCDC67,hsa-mir-618,-0.107608807,0.002974949,0.013966452,0.32444167,0.002170844,0.025841662,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.555435604,1.936798015
TRIM4,hsa-mir-203,-0.110339805,0.002317876,0.011356374,0.338010966,0.001364994,0.01839906,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8425284,4.789256
