mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
TMEM135,hsa-mir-136,-0.145096653,0.00516822,0.029650685,0.464380918,0.004950009,0.029665423,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.205142662,1.035870331
SMAD3,hsa-mir-17,-0.159412698,0.002100239,0.014602633,0.450571209,0.006603154,0.035834556,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.060387222,3.786884216
KIAA0247,hsa-mir-744,-0.231763997,6.65E-06,0.000126869,0.407247699,0.015177874,0.062412238,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.811017645,1.780583938
NR1D1,hsa-let-7c,-0.117875794,0.023352137,0.093566522,0.384600643,0.022534717,0.081498819,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.345862435,0.775095809
TTC33,hsa-mir-605,-0.117464324,0.023842797,0.095029133,0.381631597,0.023688198,0.08424805,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.917465911,0.463522432
CCDC36,hsa-mir-376b,0.123611188,0.017369479,0.07501833,-0.459366167,0.005503475,0.031808298,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.620665084,1.59652689
ZNF831,hsa-mir-182,-0.138716765,0.007536224,0.039720521,0.37791212,0.025201711,0.087861587,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.269354075,3.144808605
ISLR,hsa-mir-497,0.254288653,7.18E-07,1.90E-05,-0.446660026,0.00714967,0.03777599,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.135189231,0.617704388
RAB27A,hsa-mir-570,-0.131362069,0.011431708,0.054673945,0.532612046,0.000988695,0.010434273,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.459351011,1.969937785
ZFP62,hsa-mir-96,0.178354397,0.000567308,0.005107863,-0.475774887,0.003867775,0.025243666,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.430403158,3.747751391
GTF2E2,hsa-mir-497,-0.117625356,0.023649723,0.094462611,0.476819091,0.003779729,0.024862749,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.123324311,0.617704388
C3orf34,hsa-mir-106b,0.187050014,0.000297137,0.003018758,-0.433982282,0.009195131,0.044690578,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.220083544,2.983445354
UBXN10,hsa-mir-95,0.193880244,0.000175146,0.001957569,-0.643183645,3.08E-05,0.001133916,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.641204335,2.600756634
VGLL3,hsa-mir-539,0.138423707,0.007665231,0.040239132,-0.421184689,0.011744986,0.052594728,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.994629221,1.068863119
BCAT1,hsa-mir-185,0.146917335,0.004628251,0.027200912,-0.424457587,0.01104188,0.050465357,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.166637327,2.710292726
FKBP9,hsa-mir-183,0.426946864,0,0,-0.612906817,9.07E-05,0.002247106,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.783840911,4.350652314
KIAA1755,hsa-mir-665,0.196834143,0.000138567,0.001614027,-0.457916069,0.005673119,0.03244187,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.19831409,0.675344795
ZNHIT6,hsa-mir-4326,0.130373759,0.012072285,0.056987782,-0.375314696,0.026305267,0.090437784,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.286528715,3.817791828
TAOK3,hsa-mir-186,-0.186798104,0.000302881,0.003067415,0.520957135,0.001333406,0.012666787,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.976873415,1.237610022
SCN2B,hsa-mir-377,0.185505075,0.000334029,0.003323595,-0.562453361,0.000436828,0.006159504,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.333064227,1.37240312
CBX1,hsa-mir-651,0.194288748,0.000169597,0.001906622,-0.512555119,0.001643564,0.014486572,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.161333994,2.437617118
ZNHIT3,hsa-mir-15a,0.38114046,3.06E-14,5.66E-12,-0.462365747,0.005166363,0.030519495,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.169870671,2.492028817
CD96,hsa-mir-200a,-0.233727932,5.53E-06,0.000108474,0.410877781,0.014211425,0.059759469,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.136449602,2.615069714
MID1,hsa-mir-375,0.127522241,0.014101491,0.064129984,-0.591104271,0.000184767,0.003540684,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.409147763,0.683101328
MAMSTR,hsa-mir-377,0.140429286,0.006820394,0.036757727,-0.587102446,0.000209375,0.003833542,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.000025864,1.37240312
IGF2BP2,hsa-mir-150,-0.141976426,0.006226671,0.034253378,0.410970486,0.014187438,0.059692967,targetprofiler-Yes,targetscan-Yes,miRanda-NO,3.62493877,1.137129725
GSTM5,hsa-mir-193a,-0.118794739,0.022287754,0.090365281,0.366313471,0.03044186,0.099774565,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.174055599,0.951430256
TBC1D22A,hsa-mir-1307,-0.179791702,0.000510821,0.004691385,0.482185204,0.003354116,0.023001947,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.716338957,2.945610495
ADRA2B,hsa-mir-200a,0.12348872,0.0174817,0.075375104,-0.433479894,0.009285507,0.044981093,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.252934035,2.615069714
L1CAM,hsa-mir-411,0.156231263,0.002582327,0.017190912,-0.668701238,1.13E-05,0.000599996,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.620661574,0.954427568
ZNF273,hsa-mir-590,0.16274735,0.001684414,0.012261474,-0.452078361,0.00640233,0.035109902,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.061803943,1.611159034
PAPD7,hsa-mir-1275,0.158320073,0.00225566,0.015452977,-0.49042403,0.002781608,0.020361784,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.416025862,1.362492339
IGF1,hsa-mir-299,0.190293119,0.000231711,0.002461656,-0.421622992,0.011648687,0.052302995,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.534856327,1.029386828
PACS2,hsa-mir-940,0.217741339,2.39E-05,0.000373927,-0.396307317,0.01843029,0.071153778,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.975398248,2.781630691
QKI,hsa-mir-154,0.181018247,0.000466793,0.00436086,-0.655639785,1.91E-05,0.00084154,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.704387116,1.202060954
CASK,hsa-mir-495,-0.117793111,0.023450026,0.093858919,0.549128439,0.000635047,0.00784083,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.085828679,1.102229325
GCN1L1,hsa-mir-99a,-0.185125135,0.000343734,0.003401237,0.470519799,0.004338356,0.02720321,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.377446601,0.813405404
TSPYL4,hsa-mir-30d,-0.164888427,0.001458728,0.010933684,0.382612549,0.023301814,0.083319053,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.703444051,1.30740563
TMC8,hsa-mir-15b,-0.162070103,0.0017622,0.012706871,0.462169319,0.005187882,0.030606168,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.329729067,1.934650216
CTAGE5,hsa-mir-23a,-0.131336575,0.011447847,0.054731244,0.382593516,0.02330926,0.083335049,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.909873787,1.507042044
FZD8,hsa-mir-99a,0.270248054,1.30E-07,4.35E-06,-0.599044746,0.000143463,0.003014459,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.145782182,0.813405404
CD93,hsa-mir-493,0.210676871,4.41E-05,0.000625306,-0.428221943,0.010277591,0.048113746,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.464394967,2.600932203
HOXA7,hsa-mir-551b,0.123875693,0.017129252,0.074240612,-0.462903604,0.005107835,0.030295982,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.643152276,0.229011939
PCDH17,hsa-mir-495,0.206565858,6.25E-05,0.000836265,-0.399733312,0.017354549,0.06835067,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.721413263,1.102229325
CASK,hsa-mir-539,-0.13771553,0.007985149,0.041545868,0.437416226,0.008597205,0.042716895,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.085828679,1.068863119
NRK,hsa-mir-758,0.145274576,0.005113059,0.02940407,-0.427824952,0.010356016,0.048362169,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.933762665,1.616154538
SLC35B4,hsa-mir-379,0.119852783,0.021114528,0.086808727,-0.574661709,0.000305694,0.004890591,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.174722243,1.088202573
ANKRD13A,hsa-mir-766,0.161655987,0.00181137,0.012992577,-0.516910479,0.00147569,0.013520228,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.850179243,1.076274098
ZBTB10,hsa-mir-212,0.17561108,0.000691521,0.005993515,-0.579640215,0.000263213,0.004446738,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.275220257,1.975344862
SPRY1,hsa-mir-539,0.125579382,0.015650376,0.069371392,-0.446133691,0.00722609,0.038054799,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.009957155,1.068863119
L1CAM,hsa-mir-299,0.145764035,0.004964037,0.028737157,-0.634143496,4.31E-05,0.001402067,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.620661574,1.029386828
DLC1,hsa-mir-495,0.12982784,0.01243954,0.058316251,-0.491264347,0.002728306,0.020112889,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.480552887,1.102229325
ACVR2B,hsa-mir-17,0.312698793,7.78E-10,4.95E-08,-0.462576316,0.005143381,0.030433228,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.570652749,3.786884216
SULF1,hsa-mir-377,0.248678466,1.28E-06,3.10E-05,-0.470479444,0.004342153,0.027218197,targetprofiler-NO,targetscan-Yes,miRanda-NO,5.574459926,1.37240312
TNFRSF17,hsa-mir-182,-0.14160262,0.006365711,0.034842475,0.688510022,4.83E-06,0.000350494,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.135883981,3.144808605
EPS8L3,hsa-mir-887,-0.157720559,0.00234533,0.015938274,0.395188084,0.018793555,0.072092502,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.192394908,0.826625626
NFAM1,hsa-mir-3934,-0.138508804,0.007627569,0.040084412,0.451762012,0.006444043,0.035263636,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.597992611,2.790682064
HSPB2,hsa-mir-92b,-0.238771117,3.41E-06,7.18E-05,0.40605669,0.015506739,0.063332638,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.284951755,2.516903896
APOL6,hsa-mir-10b,-0.161776809,0.001796896,0.012908709,0.373473343,0.027111465,0.09232014,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.291619824,0.84922004
UTP20,hsa-mir-100,-0.116418713,0.025129895,0.0988476,0.711124687,1.69E-06,0.000179076,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.075976515,0.682084661
SYNCRIP,hsa-let-7c,-0.161858289,0.001787195,0.012851125,0.724124409,8.79E-07,0.000117424,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.40816564,0.775095809
DGKG,hsa-mir-382,0.325298707,1.44E-10,1.12E-08,-0.453928164,0.006163029,0.034244992,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.237330957,2.289773594
BCORL1,hsa-mir-940,0.218011054,2.33E-05,0.000366477,-0.373099617,0.02727755,0.092696851,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.246340227,2.781630691
RNF157,hsa-mir-22,-0.165490573,0.001400457,0.010581377,0.389453943,0.020749608,0.077090906,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.207147514,1.347265848
DFFA,hsa-mir-301b,0.175376437,0.000703237,0.006077256,-0.429109451,0.010104088,0.047584809,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.09851232,4.585745323
DDX5,hsa-mir-204,0.148431881,0.004218432,0.025294319,-0.432413882,0.009479779,0.045606958,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.92816472,0.305948553
CD34,hsa-mir-10b,0.136242122,0.008689179,0.044322799,-0.405426249,0.015683224,0.063824057,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.824076177,0.84922004
DSG2,hsa-mir-134,-0.166392939,0.001317126,0.010072803,0.416580541,0.0127979,0.055673669,targetprofiler-NO,targetscan-Yes,miRanda-Yes,2.082036337,1.754285234
UACA,hsa-mir-203,-0.162522663,0.001709865,0.012408001,0.648400194,2.53E-05,0.00100326,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.997066316,0.447987713
RBM43,hsa-mir-106a,-0.161925613,0.001779215,0.012803427,0.541683784,0.00077747,0.008942051,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.721503254,1.675817792
PCSK2,hsa-mir-17,0.299558336,4.15E-09,2.17E-07,-0.514351529,0.001572395,0.014086062,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.146008796,3.786884216
FBLN2,hsa-mir-154,0.378709581,4.60E-14,8.17E-12,-0.397392516,0.018083684,0.070237062,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.594586031,1.202060954
LUC7L2,hsa-mir-942,0.217487715,2.44E-05,0.000380789,-0.728084384,7.16E-07,0.000103444,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.164172376,1.908641484
DPYD,hsa-mir-132,0.166103564,0.001343339,0.010232054,-0.457314573,0.005744795,0.032713831,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.732711748,1.567540784
SASH1,hsa-mir-3942,-0.171224592,0.000943418,0.007703921,0.401027522,0.016962079,0.06729642,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.344310694,2.938472265
PTER,hsa-mir-1301,-0.156704221,0.0025048,0.0167863,0.569974056,0.000351178,0.005339414,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.069536297,3.631607087
SLC5A3,hsa-mir-210,0.122021867,0.018875807,0.079841443,-0.37993884,0.02436741,0.085888778,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.534001675,2.374210856
HPS1,hsa-mir-589,-0.153371169,0.003099561,0.019863877,0.386996457,0.021638225,0.079317027,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.865827452,2.44430929
HNRNPH1,hsa-mir-580,0.122994881,0.017940664,0.076849068,-0.482418067,0.003336629,0.022923847,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.19761349,2.120331814
ATXN7L3,hsa-mir-193a,0.131995489,0.01103713,0.053247258,-0.431014941,0.009739958,0.046437006,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.252869489,0.951430256
GALNT10,hsa-mir-3157,-0.154355598,0.002911772,0.018907622,0.441877549,0.007870128,0.040275813,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.082044034,0.909084606
ARIH1,hsa-mir-3652,0.141309688,0.006476607,0.035316258,-0.383413282,0.022990295,0.082570964,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.999236193,2.237502871
IPO9,hsa-mir-651,0.120458828,0.020466945,0.084802692,-0.49335315,0.002599647,0.019485293,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.562176326,2.437617118
PRDM11,hsa-mir-873,0.25082315,1.03E-06,2.57E-05,-0.366782259,0.030214018,0.099270553,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.659537247,0.723399341
ATP8B1,hsa-mir-539,-0.120320793,0.020612904,0.085247656,0.509643705,0.001764912,0.015186641,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.141495523,1.068863119
ZBTB41,hsa-mir-15a,0.125672834,0.015572595,0.069106973,-0.371019749,0.02821721,0.094830551,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.680176092,2.492028817
USP51,hsa-mir-132,0.346681868,6.89E-12,7.50E-10,-0.587361123,0.0002077,0.003813163,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.540811514,1.567540784
DIS3,hsa-mir-141,0.158843799,0.002179898,0.015039912,-0.52566726,0.001183103,0.011719502,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.418880205,2.083060495
INTS2,hsa-mir-143,-0.188400776,0.000268032,0.002772678,0.563036593,0.000429577,0.006089993,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.558666092,0.447700436
SLC30A7,hsa-mir-10b,-0.248627525,1.28E-06,3.12E-05,0.404294297,0.016004329,0.06469378,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.794780195,0.84922004
NUP133,hsa-mir-19a,0.235664816,4.60E-06,9.26E-05,-0.635009477,4.17E-05,0.001376002,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.366933594,3.764926193
HDAC2,hsa-mir-217,0.155957111,0.00262826,0.017430083,-0.401616929,0.016785817,0.066819021,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.511066272,3.853468961
PIKFYVE,hsa-mir-150,0.131911838,0.011088538,0.053432815,-0.41479544,0.013227015,0.056928111,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.212458555,1.137129725
FAM131A,hsa-mir-665,0.119179266,0.021854994,0.089055735,-0.460161926,0.005412249,0.031459165,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.629413998,0.675344795
VLDLR,hsa-mir-584,-0.138457691,0.007650171,0.040177844,0.373706185,0.027008411,0.092084183,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.369017538,4.301304639
ENTPD1,hsa-mir-381,0.125076362,0.016074919,0.070780981,-0.431188374,0.009707377,0.046328758,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.117091077,0.882939268
SIKE1,hsa-mir-186,0.120388874,0.020540802,0.085029988,-0.554486784,0.000547368,0.00713591,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.216167605,1.237610022
ZNF706,hsa-mir-132,-0.127164703,0.014375978,0.065075793,0.442651817,0.007749448,0.039851229,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.155832206,1.567540784
WNK3,hsa-mir-299,0.144384361,0.005394455,0.030677445,-0.575692584,0.000296427,0.004796157,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.490258338,1.029386828
GOLGA8A,hsa-mir-21,0.12028504,0.020650856,0.085372998,-0.418203146,0.012418095,0.054582744,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.17863325,4.763849943
COL4A1,hsa-mir-495,0.196682293,0.000140258,0.001630694,-0.558990366,0.000482169,0.006566087,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.508309344,1.102229325
B4GALNT4,hsa-mir-3615,0.123230161,0.017720704,0.07614418,-0.567813741,0.000374099,0.005570931,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.593604013,1.461456465
GOLGA8A,hsa-mir-1228,0.191425953,0.000212226,0.002291544,-0.386178634,0.021940859,0.080046539,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.17863325,3.898910562
ZNF782,hsa-mir-96,0.159061828,0.002149049,0.014869465,-0.622904475,6.43E-05,0.001807378,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.352595347,3.747751391
ZNF607,hsa-mir-1301,0.304494244,2.23E-09,1.25E-07,-0.580549235,0.000256053,0.004365404,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.255511263,3.631607087
IPO9,hsa-mir-3934,0.150931589,0.00361324,0.022397741,-0.539491353,0.000824477,0.009285783,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.562176326,2.790682064
DHRS3,hsa-mir-19a,-0.179261237,0.000531031,0.004840848,0.403515209,0.016228523,0.065303048,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.715493619,3.764926193
PXDNL,hsa-mir-382,0.118570971,0.022542991,0.09113576,-0.446941041,0.007109153,0.037631244,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.097850542,2.289773594
GPR133,hsa-mir-665,0.188535382,0.000265282,0.002749474,-0.55134922,0.000597302,0.007537184,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.632818054,0.675344795
TNKS,hsa-mir-598,0.4855233,0,0,-0.664372462,1.35E-05,0.000671003,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.494949459,1.309156376
AMICA1,hsa-mir-15b,-0.154486015,0.002887685,0.018783716,0.626836885,5.60E-05,0.001654673,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.607614848,1.934650216
SH3PXD2B,hsa-mir-411,0.190045847,0.000236181,0.002500957,-0.609417554,0.000102037,0.002421646,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.197944361,0.954427568
MTPAP,hsa-mir-3934,0.153407299,0.003092479,0.019828544,-0.487542441,0.002971334,0.021245251,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.665346255,2.790682064
IGDCC3,hsa-mir-629,0.245301774,1.79E-06,4.15E-05,-0.381755101,0.023639262,0.084131082,targetprofiler-NO,targetscan-Yes,miRanda-NO,7.488916142,1.915814594
ANAPC7,hsa-mir-1287,0.125019736,0.016123337,0.070938577,-0.38882196,0.020975181,0.077672682,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.176150395,1.296505157
LRRC32,hsa-mir-493,0.262352714,3.07E-07,9.14E-06,-0.388570891,0.021065359,0.077896658,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.749186419,2.600932203
NUP98,hsa-mir-186,0.134169268,0.009773099,0.048499091,-0.44621422,0.007214353,0.038013741,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.444326098,1.237610022
