mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
PDCD6IP,hsa-mir-205,-0.191301303,0.009286537,0.091726507,0.831340432,0.001515851,0.097082815,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.788046561,9.982574008
SLC4A3,hsa-mir-140,-0.189020852,0.010177574,0.097360204,0.902437009,0.000143684,0.036870465,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.57751875,0.86661335
PPA1,hsa-mir-224,-0.272427173,0.000183137,0.005587999,0.832641013,0.001466865,0.095628852,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.754714246,13.14568861
TARBP2,hsa-mir-99b,0.327560566,5.66E-06,0.000368688,-0.919047778,6.36E-05,0.026579212,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.474195715,0.992863821
LY75,hsa-mir-34b,-0.208790166,0.004451172,0.055916264,0.837261738,0.001302369,0.09112451,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.413302169,11.1402919
NLGN2,hsa-mir-140,-0.202233151,0.005904596,0.067781248,0.918817041,6.44E-05,0.026697976,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8580351,0.86661335
C20orf46,hsa-mir-10b,0.221368441,0.002528753,0.037798473,-0.831027414,0.001527821,0.09745128,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.793593061,0.98358182
EHD2,hsa-mir-140,-0.251661872,0.000568794,0.01295709,0.858821749,0.000709896,0.070907706,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.708107029,0.86661335
HOMER2,hsa-mir-30b,-0.199370261,0.006662635,0.073490456,0.865881916,0.000569587,0.064914314,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.256204697,0.712822982
QKI,hsa-mir-1287,-0.259380505,0.000377295,0.009579048,0.889503664,0.000246787,0.046689496,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.958948754,1.232791278
CASP2,hsa-mir-181d,0.200849415,0.006260786,0.070469329,-0.84345206,0.001104169,0.085186977,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.771726244,1.671290832
SAMD12,hsa-mir-154,-0.197756681,0.007127089,0.076899714,0.840328753,0.0012011,0.088202374,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.434620119,1.314379336
FUT4,hsa-mir-136,-0.224238293,0.002212996,0.0344446,0.845694202,0.001038298,0.082979242,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.653979268,0.694714543
PDE7A,hsa-mir-561,-0.192099505,0.008991378,0.089777497,0.930369776,3.28E-05,0.019920438,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.04475884,0.692016381
SH3BGRL2,hsa-mir-136,-0.292190563,5.71E-05,0.002282263,0.839745666,0.001219881,0.088684755,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.389378716,0.694714543
NEK1,hsa-mir-224,0.211071547,0.004026538,0.052222179,-0.857108686,0.000747552,0.0724331,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.549666364,13.14568861
SLC35A1,hsa-mir-376b,-0.21558128,0.003292783,0.045403685,0.849262472,0.000939616,0.079375569,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.930812553,1.509962875
FYTTD1,hsa-mir-182,0.217344253,0.003040452,0.042956042,-0.883294504,0.000312706,0.051102193,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.274937766,1.722221601
ZDHHC6,hsa-mir-136,-0.254366198,0.000493306,0.011673259,0.941534658,1.52E-05,0.014404839,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.134239014,0.694714543
ATP2C1,hsa-mir-429,-0.261393721,0.000338283,0.008821264,0.857655949,0.000735362,0.071948622,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.674661101,1.153751207
AEBP2,hsa-mir-141,0.363591933,3.91E-07,4.13E-05,-0.838127171,0.001273169,0.090329345,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.461872071,1.456361288
PTGFRN,hsa-mir-140,-0.285618697,8.49E-05,0.00309378,0.925439275,4.43E-05,0.022543149,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.63009956,0.86661335
SNX18,hsa-mir-643,-0.217355443,0.003038908,0.042942735,0.838280693,0.00126804,0.090212068,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.586580707,2.243865754
IMPAD1,hsa-mir-140,-0.21209525,0.003848137,0.050638317,0.891149171,0.000231242,0.045214031,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.940804908,0.86661335
PLXNB3,hsa-mir-10a,-0.220759036,0.00260085,0.038530673,0.898724244,0.000169045,0.039474349,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.366940324,0.82091333
RTKN2,hsa-mir-224,-0.208747661,0.004459452,0.055985088,0.926383465,4.19E-05,0.022014355,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.807311672,13.14568861
PLEKHG4B,hsa-mir-592,-0.240309994,0.001016962,0.019745996,0.844177486,0.001082523,0.084429065,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.605177638,1.696755222
SAMD5,hsa-mir-203,-0.198439063,0.006927265,0.075430096,0.902899384,0.000140741,0.036574838,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.291123038,1.38499678
PON2,hsa-mir-23a,-0.199639257,0.006587888,0.072936921,0.859039983,0.000705204,0.070715364,targetprofiler-Yes,targetscan-NO,miRanda-Yes,2.843707743,2.135776331
KCND2,hsa-mir-140,-0.337305068,2.84E-06,0.000210218,0.899387849,0.000164279,0.038990907,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.790259521,0.86661335
ANXA4,hsa-mir-136,-0.236775661,0.001212034,0.022405825,0.857581913,0.000737002,0.072015451,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.943673949,0.694714543
VCAM1,hsa-mir-183,0.205310854,0.005176524,0.062041661,-0.830439395,0.001550499,0.098129976,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.532809545,3.100266043
FSTL3,hsa-mir-140,-0.194769906,0.008063401,0.083583015,0.884455629,0.000299467,0.050518506,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.947189581,0.86661335
NFATC3,hsa-mir-376c,0.234020417,0.001387259,0.024694529,-0.865101486,0.000583967,0.065554554,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.302097964,1.121976426
C4orf19,hsa-mir-136,-0.205477619,0.005139476,0.061732121,0.894567224,0.000201339,0.042591736,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.736675912,0.694714543
BCL2L1,hsa-mir-10a,0.292735424,5.52E-05,0.002225079,-0.895187089,0.000196248,0.042257684,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.289594892,0.82091333
MBNL1,hsa-mir-618,-0.21425345,0.003495159,0.047309882,0.905848731,0.000123039,0.034876439,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.051621352,3.013765832
SYNC,hsa-mir-618,-0.190777055,0.009485028,0.092984651,0.953178714,5.69E-06,0.009313694,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.221570799,3.013765832
CLIP4,hsa-mir-182,0.237704284,0.001157706,0.021679877,-0.829061048,0.001604645,0.099670494,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.000906355,1.722221601
EIF4ENIF1,hsa-mir-590,0.195667798,0.007771058,0.081548376,-0.841457551,0.00116536,0.08704869,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.844433694,2.025964522
NRP2,hsa-mir-140,-0.241340902,0.000965752,0.019023061,0.913294874,8.59E-05,0.030103236,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.544977639,0.86661335
PRPF38A,hsa-mir-429,0.220835032,0.002591759,0.038437145,-0.847799731,0.000979174,0.08090424,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.296395937,1.153751207
TMEM30B,hsa-mir-424,-0.211425065,0.003964106,0.051648161,0.880012063,0.00035254,0.053556747,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.740240683,1.364860164
NUDT3,hsa-mir-590,0.279034896,0.000125215,0.004173505,-0.845830904,0.00103438,0.082853702,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.498887714,2.025964522
PLEKHH3,hsa-mir-181d,0.25036844,0.000608549,0.013598683,-0.892250576,0.000221261,0.044422644,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.685366286,1.671290832
ST8SIA1,hsa-mir-618,-0.210203563,0.004183598,0.053632646,0.852790485,0.000849157,0.07604203,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.578247671,3.013765832
PAPD5,hsa-mir-224,0.192128864,0.008980681,0.089720956,-0.833720966,0.001427099,0.09456694,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.999344879,13.14568861
ARHGEF38,hsa-mir-154,-0.215548489,0.003297651,0.045450846,0.829571456,0.001584432,0.099201177,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.401514809,1.314379336
MFSD6,hsa-mir-380,-0.227091714,0.001934995,0.031294199,0.888285915,0.000258793,0.047482385,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.730794672,2.069271374
PLS3,hsa-mir-3150b,-0.188216795,0.010509283,0.099469829,0.885402108,0.000288994,0.049914183,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.495362236,11.81214087
KCTD7,hsa-mir-335,0.212474579,0.003783861,0.050034012,-0.903143414,0.000139207,0.036451335,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.58905778,6.682813493
NEK7,hsa-mir-140,-0.229187121,0.001751523,0.02915827,0.858621852,0.000714215,0.071131229,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.829536893,0.86661335
TBC1D2,hsa-mir-196b,-0.214091007,0.003520673,0.0475464,0.867778225,0.000535761,0.063327928,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.637568567,40.14402248
NUP98,hsa-mir-141,0.211224321,0.00399945,0.051976352,-0.895638374,0.000192604,0.042034128,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.221021553,1.456361288
CEP68,hsa-mir-618,-0.212436297,0.003790303,0.050096332,0.839913536,0.001214452,0.088444637,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.760181887,3.013765832
ARL13B,hsa-mir-140,-0.22744157,0.001903193,0.030927743,0.900573187,0.000156022,0.038218993,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.206318451,0.86661335
NTN4,hsa-mir-424,-0.230042207,0.001681321,0.028313012,0.84080501,0.001185922,0.08770404,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.233156698,1.364860164
PAM,hsa-mir-140,-0.263210049,0.000306331,0.008196779,0.83430919,0.001405783,0.09404584,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.525564877,0.86661335
SAMD5,hsa-mir-452,-0.279246572,0.00012368,0.004132282,0.9209788,5.72E-05,0.025464901,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.291123038,6.197110113
NAGPA,hsa-mir-182,-0.199811697,0.006540366,0.072583998,0.8428795,0.001121482,0.085682494,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.928687158,1.722221601
SFRP2,hsa-mir-552,-0.211505581,0.003950009,0.051523802,0.893357747,0.000211562,0.043565723,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.647893721,316.3599725
HRH2,hsa-mir-143,0.19843333,0.006928922,0.07543925,-0.839494336,0.001228044,0.088920627,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.064470869,0.501717332
IPPK,hsa-mir-196b,-0.246945939,0.000726441,0.015489406,0.839085394,0.001241414,0.089345521,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.59364507,40.14402248
CYP2J2,hsa-mir-224,-0.319894351,9.57E-06,0.000561762,0.857591398,0.000736792,0.072012484,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.635061293,13.14568861
KIAA0226,hsa-mir-3653,0.224225021,0.00221437,0.034460197,-0.842359985,0.001137366,0.086122917,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.09600675,1.075428161
SBDS,hsa-mir-99b,-0.235488285,0.001291216,0.023434409,0.918386697,6.59E-05,0.026990951,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.813487286,0.992863821
CD2AP,hsa-mir-136,-0.247495563,0.00070619,0.015166652,0.910109458,0.000100527,0.031875165,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.447259893,0.694714543
MYO9B,hsa-mir-3651,0.316340658,1.22E-05,0.000679219,-0.85252633,0.000855693,0.076281117,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.227529087,4.221377205
ABCC3,hsa-mir-301a,-0.219843008,0.002712734,0.039713403,0.841881053,0.001152159,0.08660854,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.183747925,3.112413009
PAFAH1B1,hsa-mir-10a,-0.195419434,0.007850965,0.082107456,0.864696268,0.000591541,0.0658669,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.738184888,0.82091333
BCL2L14,hsa-mir-136,-0.305327104,2.50E-05,0.001199855,0.895764948,0.000191591,0.042029884,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.743397573,0.694714543
KLHL13,hsa-mir-182,0.254109375,0.000500055,0.011790221,-0.832437274,0.00147446,0.095863815,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.291011214,1.722221601
PLAC8,hsa-mir-337,-0.203135809,0.005682114,0.066015441,0.892860256,0.000215879,0.043890103,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9846316,0.684231792
PLAC8,hsa-mir-136,-0.218557065,0.002877162,0.04137943,0.864855727,0.000588551,0.065731539,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9846316,0.694714543
SCAMP1,hsa-mir-452,0.27503843,0.000157769,0.00498377,-0.840684954,0.001189735,0.087819518,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.837933595,6.197110113
SLC12A8,hsa-mir-29a,-0.213603168,0.003598307,0.048287911,0.850195084,0.000915031,0.078602527,targetprofiler-NO,targetscan-Yes,miRanda-Yes,2.4378108,0.966963817
SFRS4,hsa-mir-618,-0.204629711,0.00533034,0.063296287,0.950184366,7.49E-06,0.010492935,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.059305882,3.013765832
AP2B1,hsa-mir-130a,-0.226411517,0.001998213,0.03201385,0.916272924,7.37E-05,0.028317566,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.179393427,1.3573067
SLC4A4,hsa-mir-590,-0.196776811,0.007423002,0.079119343,0.873816075,0.000438097,0.058366652,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.379859059,2.025964522
TBKBP1,hsa-mir-539,0.200406233,0.006378855,0.071342873,-0.84172713,0.001156944,0.086755085,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.667743254,1.023821647
PDCD7,hsa-mir-651,0.394651663,2.96E-08,4.70E-06,-0.836752564,0.001319782,0.091596832,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.966513398,1.74938026
PPTC7,hsa-mir-140,-0.285365262,8.62E-05,0.003130178,0.859444419,0.00069657,0.070363608,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.10089361,0.86661335
LRP11,hsa-mir-150,-0.208749079,0.004459176,0.055983133,0.862728088,0.000629389,0.067495744,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.33294015,1.57964111
DNM1,hsa-mir-140,-0.227849723,0.001866695,0.030498781,0.878485543,0.000372324,0.054867452,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.848891744,0.86661335
ENTPD7,hsa-mir-29a,-0.31960914,9.76E-06,0.00057076,0.90008254,0.000159401,0.038562298,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.269351151,0.966963817
XPNPEP3,hsa-mir-592,-0.21226913,0.003818552,0.050361978,0.853516865,0.000831378,0.07557693,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.10656433,1.696755222
SLC6A6,hsa-mir-31,-0.228779724,0.001785901,0.029565076,0.852465947,0.000857193,0.076310865,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.335748398,1.899395294
SCAND1,hsa-mir-140,0.201723962,0.006033505,0.068751009,-0.937556341,2.03E-05,0.016639867,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.426880729,0.86661335
BPNT1,hsa-mir-337,-0.230833343,0.001618666,0.027551313,0.881114868,0.000338752,0.052795324,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.620650725,0.684231792
MUC4,hsa-mir-27a,-0.189309005,0.010060968,0.096617673,0.89140597,0.000228885,0.045039,targetprofiler-Yes,targetscan-NO,miRanda-NO,6.002917225,2.612916732
ABL2,hsa-mir-140,-0.205131283,0.005216684,0.062359655,0.873766151,0.000438844,0.058366652,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.169721511,0.86661335
CREB5,hsa-mir-140,-0.259914141,0.000366567,0.009371103,0.895335964,0.00019504,0.042209007,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.722917908,0.86661335
PDCD7,hsa-mir-182,0.237030035,0.001196924,0.022207958,-0.869150921,0.000512239,0.06204594,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.966513398,1.722221601
NRF1,hsa-mir-335,0.223847722,0.00225375,0.034859998,-0.881206572,0.000337624,0.052697746,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.148349506,6.682813493
AHCYL2,hsa-mir-424,-0.203767108,0.005531002,0.064822882,0.852668117,0.00085218,0.076159556,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.469806427,1.364860164
BCL2L15,hsa-mir-301a,-0.224092423,0.002228138,0.034605316,0.837331995,0.00129998,0.091056177,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.878959646,3.112413009
ATE1,hsa-mir-148a,0.254674449,0.000485316,0.01154048,-0.854513809,0.000807436,0.074608083,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.983395562,0.175583129
RPIA,hsa-mir-140,0.206706989,0.004873619,0.05949192,-0.869440792,0.000507374,0.061902893,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.54730501,0.86661335
DAGLA,hsa-mir-1293,-0.20077017,0.006281753,0.070617005,0.834590289,0.001395681,0.093795025,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.915923267,10.37939303
GFM1,hsa-mir-944,0.250803204,0.000594908,0.013377078,-0.843379675,0.001106346,0.085255504,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.329161993,12.05602106
MLLT10,hsa-mir-30e,0.288133855,7.30E-05,0.002755517,-0.865913223,0.000569015,0.064869163,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.1846791,0.581953963
ARPC4,hsa-mir-149,-0.223762682,0.002262714,0.034959555,0.870760369,0.000485666,0.060782144,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.22927001,3.370328702
PPM1A,hsa-mir-618,-0.274051426,0.000166945,0.005204852,0.887744381,0.000264273,0.047977077,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.72900538,3.013765832
CLDN18,hsa-mir-136,-0.22121908,0.002546254,0.037984722,0.849163064,0.000942266,0.079479931,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.284473071,0.694714543
USP13,hsa-mir-183,0.272738907,0.00017992,0.00551185,-0.856135772,0.000769597,0.073126363,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.261685163,3.100266043
PSEN1,hsa-mir-136,-0.211839326,0.003892056,0.051018085,0.861092678,0.000662205,0.069024686,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.187383349,0.694714543
KATNAL1,hsa-mir-618,-0.196431743,0.007529783,0.079888549,0.933131828,2.75E-05,0.01852552,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.646835187,3.013765832
HPGDS,hsa-mir-939,-0.229653548,0.001712905,0.028690589,0.904540301,0.000130669,0.035609334,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.367635143,1.755334947
TSPAN3,hsa-mir-337,-0.210948161,0.004048536,0.052429819,0.856752598,0.000755564,0.072692205,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.599989585,0.684231792
