mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
NAT8L,hsa-mir-653,0.154127613,0.001051402,0.011361662,-0.592370489,5.28E-08,2.11E-06,targetprofiler-Yes,targetscan-Yes,miRanda-NO,8.594371538,7.744032146
MAGED2,hsa-mir-182,0.133510954,0.004599004,0.035189776,-0.274789115,0.02038677,0.065923046,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.175330511,7.366025472
DBT,hsa-mir-200c,0.19264363,3.97E-05,0.000827805,-0.336173709,0.004153063,0.01962584,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.965078768,0.972717091
AK1,hsa-mir-1976,0.224054472,1.62E-06,5.73E-05,-0.395540246,0.000639959,0.004557866,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.482824683,0.13719764
FRZB,hsa-mir-505,-0.130194776,0.005729823,0.041470647,0.381221407,0.001038008,0.006663905,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.82626008,0.551901758
KCMF1,hsa-mir-944,0.143450221,0.00231173,0.020882181,-0.334176952,0.004396496,0.020497704,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.277982643,3.552093515
SENP2,hsa-mir-629,0.159994081,0.000667219,0.007977037,-0.295872804,0.012238959,0.044859075,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.153169747,2.570630447
SKA3,hsa-mir-664,-0.38578678,0,0,0.37488046,0.001277163,0.007837971,targetprofiler-NO,targetscan-Yes,miRanda-NO,11.15030836,1.340401801
STEAP2,hsa-mir-335,-0.129387847,0.006040306,0.043130645,0.32684213,0.005402808,0.024037139,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.860908225,2.219972265
RAD52,hsa-mir-3922,0.121021771,0.010267257,0.063788568,-0.443189108,0.000108567,0.001112866,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.4441777,1.673576886
WASL,hsa-mir-519d,0.119736894,0.011109141,0.067544324,-0.559984856,3.82E-07,1.10E-05,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.143604281,0.355367713
FOXK1,hsa-mir-2355,0.127248752,0.006937735,0.047796821,-0.535289255,1.51E-06,3.43E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.099716031,3.856028813
PLEKHO2,hsa-mir-193b,-0.156966018,0.000845393,0.009588916,0.319236292,0.006656,0.028179789,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.459755236,1.015058533
CHST15,hsa-mir-1227,-0.111560624,0.018043586,0.095659979,0.314071995,0.007646352,0.031366133,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.823355831,0.078925329
PPP1R9A,hsa-mir-1266,0.178020607,0.000149437,0.002426725,-0.535243396,1.52E-06,3.44E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.088326006,0.604673894
RAB11FIP3,hsa-mir-1266,-0.145249845,0.002031508,0.018924884,0.484566963,1.85E-05,0.000266644,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.838318057,0.604673894
UCK2,hsa-mir-17,0.251033483,7.01E-08,3.83E-06,-0.386060636,0.000883616,0.00587142,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.144971297,2.992725113
TNFRSF1B,hsa-mir-939,-0.110723669,0.018931785,0.098955545,0.436398158,0.000142098,0.001380845,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.694018943,1.215582229
PLD3,hsa-let-7g,0.121256595,0.010119664,0.063113524,-0.362776585,0.001875909,0.010588475,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.959982744,0.995936617
PDE4D,hsa-mir-1266,0.151522783,0.001280245,0.013237229,-0.42969261,0.00018434,0.00169982,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.774554386,0.604673894
EHF,hsa-mir-224,0.185237514,7.87E-05,0.001446405,-0.324157464,0.00581907,0.025452462,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.443302397,6.363953256
RPAIN,hsa-mir-199b,-0.132168395,0.005030012,0.037642727,0.53794615,1.31E-06,3.05E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.285730698,3.299074321
DLG1,hsa-mir-21,-0.184010076,8.79E-05,0.001581285,0.342808037,0.003427856,0.016921231,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.935430542,9.454605556
ZNF507,hsa-mir-570,0.124485167,0.00827305,0.054450624,-0.379170859,0.001110494,0.007023439,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.332994941,4.047866165
DISC1,hsa-mir-889,0.230975501,7.51E-07,2.97E-05,-0.267989656,0.023849751,0.074147689,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.252074162,5.084885041
AKAP13,hsa-mir-585,0.199437571,2.07E-05,0.000484488,-0.313763468,0.007709407,0.03156154,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.461562393,0.657597643
COL4A3BP,hsa-mir-549,-0.117972792,0.01236439,0.072960122,0.385628273,0.00089651,0.005939511,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.686863735,3.626305534
KPNA3,hsa-mir-522,0.324605848,1.78E-12,2.89E-10,-0.488443602,1.55E-05,0.000230717,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.734754868,2.862756313
OPTN,hsa-mir-150,0.254916984,4.32E-08,2.52E-06,-0.40724878,0.000423909,0.003290585,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.872086233,0.327569855
ATP1A2,hsa-mir-140,0.578176374,0,0,-0.412520313,0.000350414,0.002828977,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.215817999,0.480769221
UHMK1,hsa-mir-1910,0.138151112,0.003353956,0.027709556,-0.465305034,4.34E-05,0.000531916,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.45432105,0.392591387
FAM20B,hsa-mir-130b,0.142076111,0.002548975,0.022499225,-0.428051323,0.000196304,0.00178635,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.850879466,2.398418672
BTBD1,hsa-mir-498,0.12487899,0.00806973,0.053469096,-0.304803541,0.009750684,0.037722197,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.946103828,1.610428813
CLCN3,hsa-mir-1266,0.2319462,6.73E-07,2.70E-05,-0.417385149,0.000293128,0.002454318,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.094110797,0.604673894
VAV1,hsa-mir-149,-0.124484811,0.008273236,0.054450624,0.384000633,0.000946596,0.006200248,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.005292441,0.609868106
PHACTR4,hsa-mir-675,0.110812028,0.018836251,0.098596356,-0.283401212,0.016624107,0.056535482,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.103456643,2.458482603
PHF19,hsa-mir-96,0.18934508,5.40E-05,0.001064548,-0.426596566,0.000207501,0.001866733,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.408205573,10.73901616
MKI67,hsa-mir-17,0.219620276,2.62E-06,8.59E-05,-0.374699066,0.001284683,0.007873277,targetprofiler-NO,targetscan-Yes,miRanda-NO,8.05787758,2.992725113
SLC38A2,hsa-mir-935,0.264252769,1.31E-08,8.80E-07,-0.264349296,0.025900629,0.078874616,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.817473767,0.201125559
FKBP9,hsa-mir-183,0.178814493,0.000139422,0.002295378,-0.441067392,0.000118163,0.001191634,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.94409083,6.58148851
TPD52,hsa-mir-425,0.177987292,0.000149871,0.0024319,-0.418239047,0.000284007,0.002393736,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.336429241,2.176087913
NOVA2,hsa-mir-92b,-0.115198304,0.014592452,0.082175519,0.326480011,0.005457375,0.024224532,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.24064204,0.563353043
KLHL23,hsa-mir-539,0.137023982,0.003624427,0.029404777,-0.299477006,0.011175354,0.041848639,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.800665957,4.194025135
SH2B3,hsa-mir-93,-0.215387256,4.12E-06,0.000125627,0.560884055,3.63E-07,1.05E-05,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.524747129,2.84722477
MKL1,hsa-mir-22,0.153792004,0.001078605,0.011589394,-0.522597626,2.94E-06,5.94E-05,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.840668767,2.492736101
KPNA3,hsa-mir-765,0.119282517,0.01142117,0.068906918,-0.4027883,0.000496809,0.003730594,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.734754868,0.498665736
PAPD7,hsa-mir-1275,-0.146749176,0.001822156,0.017412795,0.332188378,0.004651418,0.021417774,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.408815619,0.502603193
KLHDC1,hsa-mir-145,0.226047161,1.30E-06,4.75E-05,-0.359385355,0.002083802,0.011486457,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.756551292,0.202537913
DLEU1,hsa-mir-200c,0.237402688,3.59E-07,1.58E-05,-0.253967005,0.032585518,0.093613703,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.60450779,0.972717091
LARP1B,hsa-mir-425,0.178708428,0.000140723,0.002313222,-0.368021508,0.001590906,0.009312212,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.365512855,2.176087913
MKRN1,hsa-mir-106b,0.130920614,0.005462876,0.040032841,-0.341065272,0.003606527,0.017605751,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.252536529,1.074485291
FAS,hsa-mir-561,-0.193495915,3.66E-05,0.000775749,0.577061161,1.38E-07,4.73E-06,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.680116613,6.217686565
RFX5,hsa-mir-30e,0.299719444,9.00E-11,1.03E-08,-0.271125417,0.022195223,0.070274771,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.278056867,1.305505937
SPDYE3,hsa-mir-570,0.110671648,0.018988228,0.099161351,-0.453332298,7.19E-05,0.000798924,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.377309468,4.047866165
COL3A1,hsa-mir-200c,-0.303587147,5.01E-11,6.11E-09,0.298075313,0.011579053,0.04299008,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.514420618,0.972717091
PAPOLA,hsa-mir-1227,0.216344842,3.72E-06,0.000115399,-0.41524687,0.000317159,0.002612218,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.435862946,0.078925329
CC2D1A,hsa-mir-3928,-0.12899435,0.006197124,0.043961676,0.507412145,6.30E-06,0.000110772,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.323075723,0.223696832
TFDP2,hsa-mir-1227,0.143062403,0.002376559,0.021329142,-0.295503052,0.012352879,0.045171765,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.593679409,0.078925329
OVOL2,hsa-mir-495,-0.142674932,0.002442983,0.021784385,0.279978489,0.018041256,0.06013557,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.962583024,2.535139451
CNTLN,hsa-mir-3928,0.165767342,0.000420001,0.005535222,-0.464284035,4.53E-05,0.000550948,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.679051983,0.223696832
SH3PXD2A,hsa-mir-589,-0.133885166,0.004484962,0.034530594,0.308768472,0.008795572,0.034882705,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.222489497,0.628332361
ZNF853,hsa-mir-183,0.14861608,0.001589143,0.015660931,-0.447132781,9.26E-05,0.000979382,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.764114256,6.58148851
SLC17A7,hsa-mir-185,0.334235953,3.52E-13,6.54E-11,-0.335287574,0.004259579,0.020013562,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.41601646,1.610165402
RAB6A,hsa-mir-765,0.138876729,0.003189665,0.026680636,-0.26926258,0.023165915,0.072540429,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.882719868,0.498665736
PARD6B,hsa-mir-500a,0.127890441,0.006656742,0.04634726,-0.501570923,8.36E-06,0.000139569,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.532783601,0.628500325
C10orf137,hsa-mir-27a,-0.139655409,0.003021519,0.025607808,0.264199747,0.025987974,0.079073904,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.632839363,1.321651718
PGAM1,hsa-mir-1976,-0.133341291,0.004651567,0.035490592,0.426561707,0.000207776,0.001868639,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.334028583,0.13719764
AGPS,hsa-mir-1910,0.306458262,3.22E-11,4.11E-09,-0.349074173,0.002848755,0.014657153,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.06565653,0.392591387
P2RX1,hsa-mir-183,-0.190540611,4.83E-05,0.000973184,0.440815589,0.000119353,0.001201447,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.444632414,6.58148851
BFAR,hsa-mir-580,-0.175171478,0.000191213,0.00296026,0.447833604,9.00E-05,0.000957474,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.099199859,6.013095824
KCNC4,hsa-mir-92b,-0.150858314,0.001345541,0.013760012,0.49613475,1.08E-05,0.000172377,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.719703985,0.563353043
PPM1H,hsa-mir-552,0.12303721,0.009060429,0.058209665,-0.374254429,0.001303285,0.007963877,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.178262375,7.289084812
PRKCB,hsa-mir-589,-0.124657636,0.008183454,0.054005206,0.340721754,0.003642706,0.017742279,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.634682623,0.628332361
CRTAM,hsa-mir-17,-0.16684252,0.000384663,0.005166216,0.351367836,0.002659698,0.013887029,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.507757315,2.992725113
PRKD3,hsa-mir-411,0.137934603,0.003404444,0.02802727,-0.267747197,0.023981927,0.074455268,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.779866487,1.2760813
BGN,hsa-mir-3170,-0.126895327,0.007096992,0.048617099,0.294431561,0.012688207,0.046098083,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.244835493,2.592290267
HDX,hsa-mir-889,0.134447261,0.004318456,0.033570785,-0.357424636,0.002213214,0.012038988,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.144983042,5.084885041
NSA2,hsa-mir-548e,-0.113812554,0.015832001,0.087110496,0.305991737,0.0094554,0.03685447,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.047895649,2.828019706
TDRD3,hsa-mir-642a,0.110537027,0.019134973,0.099709555,-0.453493957,7.14E-05,0.000794654,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.672707595,0.316254954
CLCN3,hsa-mir-31,0.111933725,0.017659508,0.094191469,-0.389655243,0.00078275,0.00533398,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.094110797,34.0985595
TCL1A,hsa-mir-29c,0.114818927,0.014923027,0.083494944,-0.278993209,0.018467905,0.061210266,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.34383313,1.306844053
ZNF281,hsa-mir-203,0.134930211,0.004179878,0.032759562,-0.253010767,0.033268036,0.095063276,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.623202018,3.019238439
ANAPC2,hsa-mir-148a,0.11623899,0.013718447,0.078632077,-0.545048613,8.90E-07,2.21E-05,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.080698076,4.870978658
COQ10A,hsa-mir-500a,0.141645287,0.002627805,0.02302895,-0.465022929,4.39E-05,0.000537151,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.051608146,0.628500325
CD2AP,hsa-mir-2116,0.237214342,3.67E-07,1.61E-05,-0.729497117,5.38E-13,1.23E-10,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.933860009,0.324441306
NCAPG,hsa-mir-548j,0.157037652,0.000840713,0.009549426,-0.331386433,0.00475787,0.021798263,targetprofiler-Yes,targetscan-NO,miRanda-NO,9.810650397,2.367989044
USP48,hsa-mir-152,-0.113293516,0.016319503,0.089043488,0.305484076,0.009580593,0.037222718,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.312877785,1.166976044
FOXJ3,hsa-mir-940,0.11595315,0.013953793,0.07959878,-0.388582575,0.000811696,0.005489715,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.153158284,0.520034587
IMPAD1,hsa-mir-522,0.29839702,1.10E-10,1.24E-08,-0.29972105,0.011106332,0.041658908,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.160984663,2.862756313
TMOD3,hsa-mir-935,0.270693032,5.57E-09,4.14E-07,-0.465366708,4.33E-05,0.00053086,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.700438261,0.201125559
LRP12,hsa-mir-498,0.155134681,0.000973525,0.010706173,-0.490100883,1.44E-05,0.000216812,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.404223729,1.610428813
HNRNPA1,hsa-mir-1227,0.148795663,0.001568235,0.015501009,-0.250365836,0.035218439,0.09919556,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.199053983,0.078925329
KIF1C,hsa-mir-1910,-0.114161867,0.015511141,0.085858453,0.262296492,0.02712152,0.081660152,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.41484679,0.392591387
BCLAF1,hsa-mir-632,0.158202847,0.000767878,0.008901397,-0.306985436,0.009214471,0.036142286,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.96574989,0.782693986
ZFP1,hsa-mir-541,0.123794107,0.00864089,0.056228638,-0.29096757,0.013826754,0.049214125,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.95729699,1.72573419
ODF2,hsa-mir-629,0.238488026,3.17E-07,1.42E-05,-0.300570884,0.010868857,0.040986841,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.351872628,2.570630447
IL16,hsa-mir-193b,-0.179600503,0.00013013,0.002171075,0.423997811,0.000228973,0.002018534,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.505328393,1.015058533
KDM4D,hsa-mir-130a,0.162817036,0.000533096,0.006679547,-0.260659198,0.028129792,0.08386662,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.259500991,2.062070122
IGF2BP1,hsa-let-7b,-0.193487853,3.67E-05,0.000776289,0.264574356,0.025769648,0.078585951,targetprofiler-Yes,targetscan-NO,miRanda-NO,130.381668,0.230668769
JPH1,hsa-mir-21,-0.146112678,0.001908491,0.018041888,0.311731671,0.008136157,0.032881908,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.728627118,9.454605556
SLC38A10,hsa-mir-939,-0.119285596,0.011419029,0.068896415,0.346129959,0.003108977,0.015688833,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.478958478,1.215582229
APBA1,hsa-mir-616,-0.177979556,0.000149973,0.002433213,0.578964161,1.23E-07,4.29E-06,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.346500384,1.999841265
AKAP5,hsa-mir-17,0.127694599,0.006741399,0.04677968,-0.365873759,0.001702528,0.009819997,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6067189,2.992725113
ADCY9,hsa-mir-136,0.140935572,0.002762522,0.023916107,-0.336609207,0.004101587,0.019437871,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.458742836,3.401310501
BHLHE40,hsa-mir-3942,-0.115729341,0.014140538,0.080342323,0.386841996,0.000860739,0.00575103,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.909037748,2.407717039
FPGS,hsa-mir-148a,0.144284052,0.002177776,0.019960374,-0.353523479,0.002492323,0.013203601,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.257904795,4.870978658
ANKS1A,hsa-mir-301b,0.179073574,0.000136293,0.002253692,-0.313467471,0.00777033,0.031751698,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.487545088,16.76732641
QKI,hsa-mir-411,0.212029226,5.84E-06,0.000168644,-0.417186204,0.000295291,0.002468904,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.431368972,1.2760813
LZTFL1,hsa-mir-140,0.348763192,2.75E-14,6.16E-12,-0.538570873,1.27E-06,2.97E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.608633661,0.480769221
PTPN18,hsa-mir-193b,-0.131728407,0.005178987,0.038479031,0.542307579,1.03E-06,2.51E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.959754898,1.015058533
C6orf201,hsa-mir-1976,0.146506155,0.001854688,0.017649003,-0.415696721,0.000311958,0.002578275,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.835521199,0.13719764
RASGRP4,hsa-mir-765,-0.123463646,0.008821884,0.057107394,0.521507493,3.11E-06,6.22E-05,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.231015554,0.498665736
NKIRAS1,hsa-mir-561,-0.114225091,0.01545368,0.085628368,0.253681915,0.032787764,0.094042995,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.809670594,6.217686565
ARID5B,hsa-mir-429,-0.11287867,0.016718547,0.090573556,0.27158607,0.021960593,0.069708799,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.78403907,4.813423191
BEX4,hsa-mir-590,-0.124696341,0.008163466,0.053909848,0.293804672,0.012888025,0.04664519,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.563366254,4.834732347
DAAM2,hsa-mir-627,-0.127005993,0.007046777,0.048362865,0.295757251,0.012274463,0.044958774,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.532685607,3.547351524
ANP32A,hsa-mir-106b,0.26059202,2.10E-08,1.34E-06,-0.263991848,0.026109814,0.079356011,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.04784684,1.074485291
ANKRD13C,hsa-mir-520e,0.114871311,0.014876994,0.083306985,-0.319662991,0.006579459,0.027939989,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.136732265,1.245093362
ZNF250,hsa-mir-17,0.17330105,0.00022434,0.003364576,-0.418086891,0.000285613,0.002404738,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.181334979,2.992725113
ST6GALNAC4,hsa-mir-1266,-0.12212758,0.009588537,0.060687629,0.412313051,0.000353068,0.002846452,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.929021097,0.604673894
FAM26E,hsa-mir-758,0.285617367,7.09E-10,6.61E-08,-0.583655106,9.18E-08,3.36E-06,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.479610259,2.365946043
SIKE1,hsa-mir-186,0.124260801,0.008390916,0.055028609,-0.339952681,0.003724878,0.018048395,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.348814498,1.895871792
CX3CL1,hsa-mir-379,0.238568871,3.14E-07,1.41E-05,-0.253192605,0.033137335,0.09478572,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.5934614,2.136120779
ZMYM2,hsa-mir-2116,0.115447454,0.014378868,0.081316234,-0.285630634,0.015753368,0.054305588,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.445549012,0.324441306
HPS3,hsa-mir-135b,-0.248477488,9.59E-08,5.03E-06,0.523324821,2.83E-06,5.76E-05,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.93413281,13.29856575
GSTM5,hsa-mir-545,-0.137773582,0.003442438,0.028273927,0.387729171,0.000835416,0.005616683,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.178426573,2.121603016
PHLPP1,hsa-mir-20b,0.156450508,0.000879787,0.009891433,-0.280802589,0.017690913,0.059264795,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.084967303,4.977374074
EXTL2,hsa-mir-132,0.146991784,0.001790201,0.017177576,-0.425107726,0.000219565,0.001952085,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.865975704,0.668340191
DNAJC13,hsa-mir-429,-0.130410886,0.005649142,0.041044005,0.253720654,0.03276022,0.093981637,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.018626575,4.813423191
COX15,hsa-mir-607,0.132436279,0.004941212,0.037146259,-0.283942305,0.016409062,0.055982171,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.188036143,0.286171182
TFDP2,hsa-mir-940,0.246351944,1.24E-07,6.31E-06,-0.27294558,0.021280402,0.068075325,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.593679409,0.520034587
HVCN1,hsa-mir-4326,-0.129067617,0.006167651,0.043807401,0.336505007,0.004113852,0.019482722,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.50697613,0.631052325
FBXO31,hsa-mir-183,-0.153024166,0.001143301,0.01212286,0.262096055,0.02724329,0.08193164,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.911785535,6.58148851
XPNPEP2,hsa-mir-1266,-0.13451176,0.004299711,0.033460401,0.588015,6.98E-08,2.67E-06,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.638599147,0.604673894
PLEKHH2,hsa-mir-664,0.310533326,1.71E-11,2.30E-09,-0.364377194,0.001784421,0.010183936,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.435118078,1.340401801
PNPLA6,hsa-mir-1275,-0.231312976,7.23E-07,2.87E-05,0.482824755,2.00E-05,0.000284435,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.354251002,0.502603193
PARM1,hsa-mir-2110,0.179812131,0.00012773,0.002139199,-0.395739692,0.000635565,0.004533695,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.896245055,0.124389066
