mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
LRRC59,hsa-mir-377,-0.153736389,0.000606461,0.003841208,0.441961763,0.001037171,0.023215639,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.197279744,0.739739474
NLGN2,hsa-mir-335,0.11618673,0.009749358,0.037681343,-0.35583155,0.009628263,0.099452334,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.82642719,1.639342299
TBRG1,hsa-mir-1306,0.100075398,0.026132487,0.082105474,-0.411758834,0.002422662,0.04114967,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.296291931,1.109071535
TLE4,hsa-mir-195,0.111106397,0.013478846,0.048784474,-0.502043769,0.000149393,0.005713364,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.809191652,1.154117746
FAM107A,hsa-mir-744,-0.182715301,4.40E-05,0.000413397,0.40420284,0.002960206,0.046949743,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.32948747,1.588908653
STEAP2,hsa-mir-335,-0.136783532,0.002312955,0.011709497,0.416636572,0.002123466,0.037727186,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.468472851,1.639342299
GATS,hsa-mir-148a,0.097274939,0.030641761,0.092950257,-0.585905407,5.04E-06,0.000404799,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.914706183,3.22386016
ZNF37A,hsa-mir-10b,-0.104253165,0.020471634,0.067822532,0.434373335,0.001293038,0.027025916,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.054862576,1.622824259
RANBP10,hsa-mir-539,-0.101298106,0.024350568,0.077698784,0.613114746,1.35E-06,0.000138894,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.087354886,0.895373408
KIAA1045,hsa-mir-205,0.148407906,0.000937933,0.005534845,-0.371930858,0.006627881,0.078775011,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.586341872,0.617863479
TMEM164,hsa-mir-337,-0.09710027,0.030943847,0.093677544,0.378348866,0.005681557,0.071455421,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.784751599,1.449342418
PLCB1,hsa-mir-98,-0.115648939,0.010095233,0.038740452,0.539744054,3.64E-05,0.001946435,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.559126593,1.227564595
ACO2,hsa-mir-212,-0.123818309,0.005857789,0.025008923,0.472532094,0.000404535,0.011931653,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.950824124,0.621890845
PORCN,hsa-mir-642a,0.137065012,0.00226472,0.011508619,-0.366471737,0.007538129,0.085343458,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.639734718,1.215669914
TFE3,hsa-mir-483,-0.095582846,0.033677095,0.099983747,0.446208446,0.000914728,0.021307669,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.679853008,20.88758673
NDUFAF1,hsa-mir-616,-0.098147428,0.029170346,0.089453728,0.450605988,0.000801772,0.019436573,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.949252483,2.091845584
EHF,hsa-mir-224,-0.143819631,0.001350018,0.007495565,0.375927144,0.006023758,0.07417375,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.650538275,0.999003643
ENPP1,hsa-mir-505,-0.170232139,0.000143651,0.001135951,0.371407294,0.006710815,0.07945947,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.923930737,0.887084373
ZFAND5,hsa-mir-503,-0.136518476,0.002359232,0.011901179,0.456129742,0.000677735,0.017260955,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.617416166,2.346655805
ATG12,hsa-mir-186,-0.132241298,0.003232628,0.015421176,0.428837709,0.001513885,0.03004883,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.809912846,1.49141688
FNDC3A,hsa-mir-98,-0.141630452,0.001600366,0.008634773,0.561699422,1.47E-05,0.000954539,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.693796423,1.227564595
CORO2B,hsa-mir-192,-0.116414198,0.009606261,0.037232864,0.370286347,0.006891423,0.080765774,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.370571387,1.279369406
GLDN,hsa-mir-205,0.105412174,0.019103835,0.064223563,-0.442478435,0.001021527,0.022980338,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.250080508,0.617863479
BSN,hsa-mir-377,-0.128408145,0.004254814,0.019292765,0.444147205,0.000972436,0.022218195,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.018805797,0.739739474
BSN,hsa-mir-432,-0.105195741,0.019353037,0.064882655,0.641757441,2.94E-07,3.89E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.018805797,0.701984654
PTRF,hsa-mir-29a,0.116984307,0.009255784,0.036143619,-0.374456769,0.006240198,0.075856639,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.461157948,0.910891187
CD59,hsa-mir-1251,-0.138263835,0.002069404,0.010680264,0.443289352,0.000997401,0.022597895,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.655287577,0.143877121
NPC1,hsa-mir-200a,0.149215627,0.000878739,0.005241213,-0.418288888,0.002029834,0.036633677,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.937291255,1.583252162
CTAGE5,hsa-mir-186,-0.122639727,0.006348688,0.026693705,0.358816624,0.008996615,0.095352383,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.889003927,1.49141688
KCNJ15,hsa-mir-616,-0.165219674,0.000225789,0.001666482,0.497888707,0.000172839,0.006381255,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.105296197,2.091845584
ZSCAN22,hsa-mir-34a,-0.298331115,1.30E-11,6.20E-10,0.406925201,0.002755467,0.044805077,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.229834094,1.436272736
ZNF776,hsa-mir-539,-0.215280018,1.37E-06,2.00E-05,0.425531018,0.001661332,0.032003265,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.015943851,0.895373408
RASA1,hsa-mir-505,-0.196700083,1.06E-05,0.000120442,0.366596584,0.007516157,0.085186445,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.839331795,0.887084373
SSBP3,hsa-mir-203,-0.165452163,0.000221165,0.001637382,0.369540665,0.007013899,0.081623783,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.994807243,1.932081534
ITM2B,hsa-mir-32,-0.188623157,2.45E-05,0.000248441,0.737730343,4.40E-10,1.51E-07,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.642371154,1.837678168
SLCO3A1,hsa-mir-210,-0.217723182,1.03E-06,1.56E-05,0.484341886,0.000274483,0.008990249,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.401628002,3.204963671
RCBTB2,hsa-mir-3928,-0.188587334,2.46E-05,0.000249226,0.518090504,8.36E-05,0.00367622,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.535160295,1.352783296
PAM,hsa-mir-766,-0.174520325,9.66E-05,0.000810423,0.439291797,0.001121488,0.024499167,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.744650788,1.230333357
SEC61B,hsa-mir-331,-0.179849509,5.82E-05,0.000524817,0.375719598,0.006053906,0.074429578,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.31546477,0.688080625
GSTM2,hsa-mir-32,-0.154319907,0.000577687,0.003686028,0.760616073,6.06E-11,2.72E-08,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.210135809,1.837678168
DNAJC28,hsa-mir-758,-0.133061341,0.00304529,0.014682437,0.435396059,0.001255547,0.026497235,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.891374277,0.788549217
KIAA0528,hsa-mir-625,0.143317501,0.001404028,0.007743616,-0.398040208,0.003474104,0.052079934,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.040524073,1.644402713
NDUFC2,hsa-mir-132,-0.113123199,0.011869557,0.044098101,0.472296336,0.000407621,0.012001891,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.001638904,1.148544558
IKZF2,hsa-mir-10b,-0.115820537,0.009983706,0.038399543,0.490091459,0.00022609,0.007785496,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.750724567,1.622824259
DEFB132,hsa-mir-1976,-0.108330407,0.016007026,0.055867653,0.433281505,0.001334164,0.027611791,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.197449598,1.678731924
PDLIM4,hsa-mir-889,0.109677106,0.014732845,0.052345645,-0.356735289,0.009433105,0.098242356,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.660636806,0.495340584
SRCIN1,hsa-mir-377,-0.130373873,0.003698894,0.017205762,0.438199745,0.001157709,0.025038659,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.902631376,0.739739474
RHEBL1,hsa-mir-505,0.134858446,0.0026688,0.013176843,-0.366749262,0.007489361,0.085024313,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.739974602,0.887084373
C21orf63,hsa-mir-1301,-0.107963643,0.016370358,0.056870629,0.444515786,0.000961883,0.022053214,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.588452402,1.896033073
COL23A1,hsa-mir-331,-0.139056839,0.001948805,0.010164114,0.506006324,0.000129775,0.005138857,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.384423244,0.688080625
ATP8A1,hsa-mir-505,-0.206876577,3.54E-06,4.61E-05,0.501630411,0.000151588,0.00577722,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.538714967,0.887084373
HOXD13,hsa-mir-31,0.196899211,1.04E-05,0.000118251,-0.359711592,0.00881437,0.094093312,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.283288688,0.875403234
TMED7,hsa-mir-323,-0.14727421,0.001027242,0.005971951,0.424252454,0.001721692,0.032789529,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.836795757,0.519076548
C6orf174,hsa-mir-495,0.193756706,1.45E-05,0.000157567,-0.366240716,0.007578935,0.085642663,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.361540102,1.481991695
CPEB4,hsa-mir-141,-0.276349999,4.14E-10,1.44E-08,0.409671789,0.002561713,0.04269408,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.675656465,2.85875723
AJAP1,hsa-mir-616,-0.194884766,1.29E-05,0.000142217,0.469606279,0.000444381,0.012769156,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.30120007,2.091845584
FUCA1,hsa-mir-151,-0.185158,3.46E-05,0.000335514,0.439070993,0.001128729,0.0246017,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.932596153,1.160749463
SETD6,hsa-mir-496,-0.156850214,0.000466975,0.003083214,0.36124485,0.008509573,0.092043802,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.221607683,0.541625311
VPS37C,hsa-mir-186,0.180394934,5.52E-05,0.00050151,-0.534763828,4.43E-05,0.002266513,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.550111168,1.49141688
SLC45A3,hsa-mir-335,-0.115858941,0.009958896,0.038327278,0.372346111,0.006562741,0.078308801,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.225654759,1.639342299
KIRREL3,hsa-mir-503,-0.109536912,0.0148612,0.052705766,0.569363784,1.06E-05,0.000731626,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.086479156,2.346655805
ZNF219,hsa-mir-940,-0.125696073,0.005145832,0.022512961,0.670008889,5.56E-08,9.63E-06,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.507600628,1.275429975
GALNT6,hsa-mir-141,-0.294014111,2.63E-11,1.18E-09,0.425209619,0.001676324,0.032204385,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.420849335,2.85875723
GRAMD2,hsa-mir-424,-0.19874889,8.56E-06,9.98E-05,0.432599686,0.001360436,0.027977298,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.523025004,0.88980541
NDRG2,hsa-mir-345,-0.145319143,0.001199898,0.006794036,0.435635271,0.00124692,0.026375463,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.39977387,1.430414947
SCPEP1,hsa-mir-652,-0.109415556,0.014973099,0.053022579,0.684925179,2.14E-08,4.25E-06,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.510780797,0.499647237
MLEC,hsa-mir-370,-0.153715903,0.000607495,0.003846676,0.563444056,1.37E-05,0.000898973,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.190573905,0.760944148
NMNAT1,hsa-mir-1307,-0.100190713,0.025959765,0.081678287,0.398349013,0.003446593,0.051819315,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.861653414,1.509400069
ADIPOR2,hsa-mir-429,-0.104298019,0.020417157,0.067685048,0.783673149,6.48E-12,3.89E-09,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.843664329,1.646641262
RAB11FIP2,hsa-mir-503,-0.150127315,0.000816085,0.004928132,0.5118201,0.000105225,0.004382665,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.406585236,2.346655805
IQCK,hsa-mir-500b,-0.163681949,0.000258726,0.001871088,0.363305967,0.008114264,0.089336141,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.629060792,1.794237788
C10orf26,hsa-mir-484,-0.24381807,4.05E-08,8.85E-07,0.56248129,1.43E-05,0.000929358,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.804651237,1.768140884
PODXL,hsa-mir-203,-0.12532214,0.005281058,0.022995128,0.400813333,0.003233848,0.049718812,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.699348312,1.932081534
PLA1A,hsa-mir-10b,-0.126327814,0.004924447,0.021721722,0.720614548,1.71E-09,4.87E-07,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.056245397,1.622824259
B4GALT1,hsa-mir-616,-0.139552967,0.001876662,0.009852059,0.363381898,0.00810001,0.089254056,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.797241944,2.091845584
GPR56,hsa-mir-433,-0.168037683,0.000175378,0.001345529,0.385204714,0.004803262,0.064307638,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.718281674,1.162833001
SARM1,hsa-mir-873,-0.157685613,0.000434993,0.002904999,0.424424948,0.001713436,0.032683802,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.139467465,0.152549936
FAM199X,hsa-mir-505,-0.139303136,0.001912679,0.010009268,0.627561224,6.39E-07,7.43E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.94899795,0.887084373
TMEM127,hsa-mir-197,-0.195012865,1.27E-05,0.000140563,0.381960008,0.005202863,0.067613011,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.718169177,2.092432689
SRPRB,hsa-mir-2116,-0.099197949,0.027479494,0.085399979,0.457873488,0.000642337,0.016601347,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.289713426,1.177998192
UFM1,hsa-mir-382,-0.109943355,0.014491762,0.051668623,0.38564472,0.004751201,0.063843115,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.819068655,0.915503437
IMPA2,hsa-mir-539,0.140941178,0.001687599,0.009021293,-0.41300536,0.002342843,0.040258932,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.420768581,0.895373408
SNAP47,hsa-mir-939,0.160174049,0.000351397,0.002425692,-0.386681189,0.004630521,0.062757829,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.127316967,1.850910422
MTMR10,hsa-mir-196b,-0.118866706,0.008177969,0.03272114,0.42993397,0.001467648,0.029431845,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.789743616,1.898082682
TM9SF1,hsa-mir-424,-0.210075331,2.48E-06,3.37E-05,0.497855441,0.000173039,0.0063874,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.040744505,0.88980541
SRCRB4D,hsa-mir-212,-0.122645928,0.006346012,0.026685233,0.528448648,5.65E-05,0.002732186,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.043171208,0.621890845
FAM63B,hsa-mir-1266,0.10596652,0.018478272,0.062571911,-0.429614304,0.001480998,0.029602995,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.707513206,1.880288153
CDCA7,hsa-mir-135b,0.112124662,0.012643772,0.04635452,-0.373229446,0.006426026,0.077307855,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.763395869,0.578696769
HUNK,hsa-mir-143,0.109066952,0.015298664,0.05393108,-0.481055814,0.000306194,0.009749221,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.409695102,0.535035777
C12orf48,hsa-mir-10b,0.157064041,0.000458587,0.003037011,-0.361866957,0.008388535,0.091220844,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.214597724,1.622824259
STAU2,hsa-mir-18b,0.296136489,1.86E-11,8.61E-10,-0.381802826,0.005222939,0.067774657,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.090986287,2.317410808
MRPS2,hsa-mir-212,-0.164748829,0.000235432,0.001726672,0.515080786,9.34E-05,0.004003565,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.383850251,0.621890845
CIRBP,hsa-mir-1266,-0.101908176,0.023501433,0.075578839,0.42118199,0.001874702,0.0347277,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.284272222,1.880288153
SPCS3,hsa-let-7d,-0.299009754,1.16E-11,5.60E-10,0.402498274,0.003095147,0.04833384,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.969156867,1.630835769
ARHGEF37,hsa-mir-940,-0.121537504,0.006840856,0.028350404,0.77443115,1.64E-11,8.78E-09,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.638204361,1.275429975
XIAP,hsa-mir-141,-0.142723215,0.001470513,0.008046852,0.47563537,0.000365832,0.011100414,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.95452378,2.85875723
CMBL,hsa-mir-425,0.099880912,0.02642604,0.08281784,-0.54312798,3.18E-05,0.001752006,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.792071232,3.111875426
PDLIM1,hsa-mir-200a,-0.189951459,2.14E-05,0.000221212,0.404732508,0.002919348,0.046555859,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.510544816,1.583252162
BET1,hsa-mir-432,-0.158244258,0.000414756,0.002789853,0.519349245,7.97E-05,0.003552911,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.887281965,0.701984654
KCNIP3,hsa-mir-766,-0.157414392,0.000445146,0.00296153,0.440373882,0.001086603,0.023955263,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.425506039,1.230333357
MYLK4,hsa-mir-32,-0.126284137,0.004939472,0.021773661,0.405627624,0.002851434,0.045848216,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.669548348,1.837678168
NAV2,hsa-mir-3928,-0.138700347,0.002002201,0.010391139,0.378357689,0.005680342,0.071447938,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.36911057,1.352783296
ZNF607,hsa-mir-940,0.156843908,0.000467225,0.003084463,-0.410156737,0.002528787,0.042331242,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.286775718,1.275429975
PHF20L1,hsa-mir-15b,0.227521698,3.20E-07,5.55E-06,-0.396820544,0.003584666,0.053159471,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.024237564,1.874187018
CHIC1,hsa-mir-141,-0.297416226,1.51E-11,7.12E-10,0.374011668,0.006307041,0.076366124,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.689240542,2.85875723
NR3C1,hsa-mir-205,0.195172085,1.25E-05,0.000138591,-0.40007629,0.003296227,0.050345403,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.535656307,0.617863479
SOS2,hsa-mir-598,-0.157645341,0.000436487,0.0029133,0.448384338,0.000857165,0.02035148,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.735330194,1.463942979
ELOVL5,hsa-mir-203,-0.146273184,0.001112555,0.006380209,0.440780757,0.001073739,0.023768443,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.991180268,1.932081534
C1QTNF1,hsa-mir-940,-0.099208902,0.027462318,0.085356636,0.751351373,1.39E-10,5.53E-08,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.330769019,1.275429975
MED12L,hsa-mir-660,-0.114248156,0.01104779,0.041641323,0.411370854,0.002447993,0.041436167,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.449616193,2.207236176
PCDHA10,hsa-mir-3684,0.118412141,0.008427445,0.033519016,-0.369200951,0.007070322,0.082055179,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.604223249,1.110602801
KLHL22,hsa-mir-143,-0.123399755,0.006028074,0.025599782,0.362659362,0.008236527,0.090179394,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.055143555,0.535035777
RAB11FIP2,hsa-mir-186,-0.257782777,6.12E-09,1.63E-07,0.578092048,7.19E-06,0.000536939,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.406585236,1.49141688
FAM122C,hsa-mir-301b,0.188869785,2.39E-05,0.000243163,-0.398605122,0.003423923,0.051606038,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.937548304,1.913498573
PPP1R9A,hsa-mir-505,-0.118134571,0.008583097,0.034016824,0.558025233,1.72E-05,0.001081065,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.64374059,0.887084373
C2orf28,hsa-mir-652,-0.188264407,2.54E-05,0.000256382,0.471407019,0.000419457,0.012246965,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.90346812,0.499647237
LHFPL2,hsa-mir-155,0.158033962,0.000422269,0.002832832,-0.411060213,0.002468443,0.041658043,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.543162392,1.677745612
STOM,hsa-mir-205,0.280100971,2.34E-10,8.62E-09,-0.36017216,0.008721835,0.093497884,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.535816516,0.617863479
ERP27,hsa-mir-1305,0.159970148,0.000357638,0.002461944,-0.381740692,0.005230894,0.067848319,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.587455443,0.577731011
ABCC3,hsa-mir-143,0.206251943,3.79E-06,4.90E-05,-0.58851351,4.46E-06,0.000367211,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.395805863,0.535035777
RAB33B,hsa-mir-625,0.112780474,0.012130431,0.044861891,-0.367917466,0.007287075,0.083625694,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.846394144,1.644402713
RAB40B,hsa-mir-3928,0.106345998,0.018060417,0.061455006,-0.56754847,1.15E-05,0.000778451,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.089406399,1.352783296
AMFR,hsa-mir-143,0.23605416,1.11E-07,2.16E-06,-0.388602634,0.004413901,0.060817145,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.789810585,0.535035777
YWHAG,hsa-mir-193a,0.210638126,2.33E-06,3.19E-05,-0.426665397,0.001609366,0.031315301,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.28738348,1.081266241
FRMD6,hsa-mir-31,0.122274384,0.006508184,0.027232142,-0.356657181,0.009449836,0.09836053,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.346551297,0.875403234
SLC37A3,hsa-mir-940,0.17520915,9.05E-05,0.000766527,-0.399384869,0.003355708,0.050938237,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.56953585,1.275429975
TCF7L2,hsa-mir-210,-0.098299656,0.02891993,0.088858551,0.531147872,5.10E-05,0.00252568,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.794584409,3.204963671
PPP3CC,hsa-mir-204,0.169874802,0.000148421,0.001168192,-0.600835409,2.48E-06,0.000228406,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.884660093,0.292234626
CDK17,hsa-mir-200b,0.096541272,0.031927806,0.095970193,-0.471717937,0.000415284,0.012157287,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.309402953,1.708416811
AP1S3,hsa-mir-431,-0.10306914,0.021956106,0.071656961,0.571692624,9.56E-06,0.000674526,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.735220131,0.808119111
C4orf46,hsa-mir-203,0.099091189,0.027647391,0.085797597,-0.386769608,0.004620352,0.062666345,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.113033214,1.932081534
ENTPD2,hsa-mir-484,0.218236254,9.71E-07,1.48E-05,-0.386419341,0.004660752,0.063045622,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.329532173,1.768140884
HOOK2,hsa-mir-323,-0.104964211,0.019622754,0.065598712,0.529426226,5.45E-05,0.002654683,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.409800988,0.519076548
ALDH1A3,hsa-mir-17,-0.131784572,0.003341449,0.015839079,0.391456156,0.004108629,0.05808006,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.99618497,2.754405568
WASF3,hsa-mir-200b,0.148357633,0.000941736,0.005554082,-0.380705863,0.005364948,0.06896263,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.320805238,1.708416811
EEPD1,hsa-mir-1976,0.12807828,0.004355177,0.019659009,-0.620107904,9.45E-07,0.000102653,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.228629916,1.678731924
FAM83F,hsa-mir-940,-0.098515753,0.028567621,0.088004615,0.571262209,9.74E-06,0.000684182,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.776782849,1.275429975
PAQR7,hsa-mir-137,-0.103004205,0.022040152,0.071879028,0.395238495,0.003732694,0.054596871,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.353439498,6.755879685
FUS,hsa-mir-452,-0.109837485,0.014587207,0.051937474,0.358334228,0.009096194,0.096002701,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.310279118,0.705128812
RBM3,hsa-mir-210,0.132477961,0.003177516,0.015205004,-0.388091103,0.004470682,0.061339378,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.16965265,3.204963671
