mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
TMEM201,hsa-mir-331,0.250364971,0.000169298,0.003268943,-0.99310631,8.15E-07,0.001471579,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.991779366,0.221222876
CREB3L2,hsa-mir-135b,-0.183510685,0.00622131,0.048273079,0.958667149,0.000171112,0.068128551,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.069623401,495.6337948
DDC,hsa-mir-31,-0.275735206,3.23E-05,0.000897352,0.99080915,1.93E-06,0.002763954,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.518805034,2.451866106
C19orf12,hsa-mir-31,-0.199745781,0.002857083,0.02757151,0.9680497,7.96E-05,0.04390346,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.830988357,2.451866106
PRKAG2,hsa-mir-454,-0.218013198,0.001106508,0.013653523,0.973613237,4.50E-05,0.030808267,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.678666467,50.68703209
TFEC,hsa-mir-454,-0.288304108,1.33E-05,0.000447611,0.973754027,4.43E-05,0.030497363,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.425486306,50.68703209
GABARAPL1,hsa-mir-454,-0.343583807,1.61E-07,1.27E-05,0.994474708,4.20E-07,0.00089221,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.584578827,50.68703209
LIPA,hsa-mir-454,-0.318223298,1.36E-06,7.19E-05,0.958915017,0.000168083,0.067652748,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.442502648,50.68703209
SNX18,hsa-mir-197,-0.188222036,0.004994494,0.041320002,0.967013402,8.75E-05,0.04621767,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.774846711,0.033200032
FAM122B,hsa-mir-505,0.344836379,1.44E-07,1.16E-05,-0.993681098,6.28E-07,0.001219617,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.144617086,0.27089006
ENTPD7,hsa-mir-135b,-0.232168165,0.000502315,0.007530261,0.993019358,8.46E-07,0.001509401,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.760683445,495.6337948
TSHZ3,hsa-mir-18b,-0.27791,2.78E-05,0.00079791,0.954850515,0.000222376,0.079530184,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.879316577,1.696466708
RASGRP2,hsa-mir-421,-0.228528873,0.000618261,0.008810377,0.977881084,2.66E-05,0.021463818,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.519801945,16.80067989
AQP1,hsa-mir-31,-0.164159723,0.014559013,0.087400632,0.989662431,2.74E-06,0.003772397,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.450699674,2.451866106
KIAA0247,hsa-mir-135b,-0.366747638,1.93E-08,2.16E-06,0.976159513,3.33E-05,0.025028499,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.433082616,495.6337948
DIRAS2,hsa-mir-454,-0.183956565,0.00609463,0.047602091,0.964928771,0.000105031,0.051380681,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.170920569,50.68703209
ZNF331,hsa-mir-31,-0.18771526,0.005115131,0.042013329,0.957634057,0.000184121,0.071335875,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.778886752,2.451866106
TRMT61B,hsa-mir-31,-0.16876093,0.011983461,0.076367765,0.991081686,1.76E-06,0.00254389,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.247241058,2.451866106
HDAC9,hsa-mir-200a,-0.198052586,0.003107374,0.029332381,0.989329835,3.01E-06,0.004104439,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.31738174,1.565114463
ALDH1A3,hsa-mir-1304,-0.180457333,0.007153918,0.053299487,0.971467286,5.68E-05,0.035703725,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.146447023,1.503930974
HRH1,hsa-mir-135b,-0.236504252,0.000390543,0.006219419,0.962002768,0.000133276,0.058685,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.780014278,495.6337948
KAT2B,hsa-mir-1304,-0.16937789,0.011670579,0.074966292,0.958884813,0.000168451,0.067709556,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.277584788,1.503930974
TREM1,hsa-mir-96,-0.265569354,6.40E-05,0.001535155,0.950257381,0.000296342,0.093251068,targetprofiler-NO,targetscan-Yes,miRanda-Yes,10.70014358,25.79479686
TMEM163,hsa-mir-651,-0.264881049,6.70E-05,0.001589617,0.952131808,0.000264466,0.088224147,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.478802349,11.52321374
C11orf51,hsa-mir-26b,0.185585096,0.005651316,0.045107552,-0.962065009,0.000132629,0.058685,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.940101459,3.316391204
ATRN,hsa-mir-338,-0.164558687,0.014317926,0.086385979,0.952481565,0.00025878,0.087139424,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.669582812,3.539701632
TULP4,hsa-mir-31,-0.178254622,0.007902115,0.057151146,0.981909664,1.46E-05,0.014013335,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.972830725,2.451866106
FREM1,hsa-mir-31,-0.164586997,0.014300953,0.086318799,0.964618809,0.000107815,0.052337793,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.88246111,2.451866106
GIT2,hsa-mir-29a,-0.173681766,0.009681187,0.065880929,0.950013671,0.000300663,0.093436657,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.766343578,1.656643727
ACSL5,hsa-mir-31,-0.222193995,0.000880724,0.011499377,0.965945248,9.62E-05,0.048649703,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.606999248,2.451866106
C3orf59,hsa-mir-454,-0.186753516,0.005351286,0.043413319,0.991168134,1.71E-06,0.002507117,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.937254261,50.68703209
RAC2,hsa-mir-148a,-0.209035947,0.001781018,0.019503194,0.951305255,0.000278228,0.090584679,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.615859315,7.135815046
KIAA1045,hsa-mir-454,-0.241551897,0.000289656,0.00494767,0.950803227,0.000286813,0.091670191,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.334455644,50.68703209
ZNF804A,hsa-mir-454,-0.2161682,0.001222128,0.014725547,0.982163036,1.40E-05,0.013506709,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.407709667,50.68703209
TYRP1,hsa-mir-197,-0.195443946,0.003531999,0.032173879,0.94854074,0.000327664,0.098359116,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.439797755,0.033200032
ADORA2A,hsa-mir-20a,-0.254387069,0.000131636,0.00268824,0.969043852,7.25E-05,0.041462416,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.459503748,23.62266754
C6orf105,hsa-mir-17,-0.164016542,0.014646396,0.087782631,0.953051805,0.000249684,0.085218766,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.077390922,6.149205042
NEDD4,hsa-mir-31,-0.266880446,5.87E-05,0.001433943,0.959119685,0.00016561,0.067652748,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.25756509,2.451866106
MAF,hsa-mir-573,-0.180187195,0.007242144,0.053759825,0.998577969,7.19E-09,2.67E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.15820718,2.380438654
KIAA0247,hsa-mir-454,-0.419778967,7.61E-11,1.93E-08,0.976159513,3.33E-05,0.025028499,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.433082616,50.68703209
HCLS1,hsa-mir-651,-0.210929326,0.001613466,0.018116553,0.958953145,0.000167621,0.067652748,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.509176375,11.52321374
CTSO,hsa-mir-135b,-0.198706282,0.003008481,0.028637698,0.955560263,0.000212168,0.077763294,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.584893473,495.6337948
COL23A1,hsa-mir-1275,-0.160754271,0.01676566,0.096249591,0.97031237,6.40E-05,0.038113964,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.366650972,0.445945505
RGS7BP,hsa-mir-573,-0.212073997,0.001519291,0.017327812,0.992134967,1.21E-06,0.002028645,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.584535627,2.380438654
TNFSF15,hsa-mir-454,-0.293694741,9.01E-06,0.000326582,0.999720085,5.51E-11,4.17E-07,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.993442568,50.68703209
HUNK,hsa-mir-1304,0.16566826,0.013665729,0.083637852,-0.961965482,0.000133665,0.058723172,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.172752312,1.503930974
AGT,hsa-mir-31,-0.163650841,0.014871673,0.088691197,0.952121689,0.000264632,0.088229581,targetprofiler-NO,targetscan-Yes,miRanda-Yes,2.374629259,2.451866106
TOMM40,hsa-mir-331,0.268697656,5.20E-05,0.001304324,-0.9846304,8.97E-06,0.009512284,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.856592597,0.221222876
PC,hsa-mir-31,-0.242804534,0.000268688,0.004671027,0.951082657,0.000282013,0.090909358,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.371650502,2.451866106
PIK3CD,hsa-mir-651,-0.187436645,0.005182563,0.042410458,0.955353174,0.000215114,0.078040315,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.555124318,11.52321374
CD68,hsa-mir-135b,-0.22300562,0.000842146,0.011121103,0.962440767,0.000128763,0.057685526,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.615741795,495.6337948
KIAA1467,hsa-mir-215,-0.177070195,0.008332551,0.059288124,0.949873388,0.000303169,0.094017505,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.242536498,19.53340918
CXCR2,hsa-mir-376c,-0.192850988,0.004005353,0.035237959,0.958991755,0.000167153,0.067652748,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.905301067,45.72539571
CREB3L2,hsa-mir-454,-0.25628446,0.000116736,0.002452361,0.958667149,0.000171112,0.068128551,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.069623401,50.68703209
SEMA6C,hsa-mir-573,-0.189154132,0.004779264,0.040023852,0.959352849,0.000162821,0.067230349,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.75754108,2.380438654
TNF,hsa-mir-130b,-0.207006135,0.001978163,0.021065585,0.953847185,0.000237352,0.082682406,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.721035889,0.561154768
C18orf1,hsa-mir-215,-0.200225041,0.002789636,0.027093805,0.974692624,3.98E-05,0.028246566,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.701286048,19.53340918
SESTD1,hsa-mir-454,-0.276166276,3.13E-05,0.000876974,0.962841701,0.000124722,0.056561527,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.359769857,50.68703209
BDH2,hsa-mir-573,-0.172993244,0.009977739,0.067289963,0.965462412,0.00010035,0.049875816,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.466793495,2.380438654
ARHGEF9,hsa-mir-505,0.277318655,2.90E-05,0.0008244,-0.952376618,0.000260478,0.087337785,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.593853421,0.27089006
TTLL2,hsa-mir-345,0.208456145,0.001835417,0.01993617,-0.983000401,1.21E-05,0.012034094,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.769531933,0.483720202
IYD,hsa-mir-31,-0.208504691,0.001830805,0.019900062,0.992118537,1.22E-06,0.002035577,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.764764512,2.451866106
RHOBTB2,hsa-mir-135b,-0.171026922,0.010869355,0.071394565,0.999785368,2.49E-11,2.17E-07,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.455503724,495.6337948
CTSO,hsa-mir-573,-0.236975361,0.000379902,0.006089043,0.955560263,0.000212168,0.077763294,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.584893473,2.380438654
ANO6,hsa-mir-215,-0.200466869,0.002756155,0.02685684,0.980701777,1.77E-05,0.015868024,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.617001745,19.53340918
PTGDS,hsa-mir-425,-0.229639528,0.000580489,0.008402556,0.958670002,0.000171077,0.068128551,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.520114835,1.154919004
SESTD1,hsa-mir-573,-0.216600559,0.001194081,0.014471734,0.962841701,0.000124722,0.056561527,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.359769857,2.380438654
HAAO,hsa-mir-31,-0.18785751,0.005081007,0.041828126,0.982713104,1.27E-05,0.012546407,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.489303955,2.451866106
WBSCR16,hsa-mir-345,0.264923456,6.68E-05,0.001586596,-0.976677001,3.12E-05,0.023806927,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.258331575,0.483720202
SIDT2,hsa-mir-454,-0.221263476,0.000926953,0.011948633,0.968637438,7.53E-05,0.042196123,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.430116885,50.68703209
